geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,label
BIRC6,25.0,15.0,8.0,1.0,745.0,68.0,0.0,0.0,23.0,0.0,33.0,16.0,836.0,581.0,14574.0,0.144,0.076,0.004,0.744,0.0,1.0,0.024,0.008,0.930218386,0.466188905,0.603532,0.0,5.027027027,5.783783784,0.492610837,1.0,0.00198,0.014304824,18.56849985,517.0,0.02384979,0.000214464,42.0,2.040521,1.0771299,4.8522286,0.9280749,-4.5642354,0.8066178,0.007837483,0.168978241,13.0,9.2,10.8,10.6,10.2,8.6,18.8,15.6,60.4,15.6,24.8,10.4,5.2,12.0,8.2,8.0,8.6,24.2,9.6,20.0,30.0,10.0,4.0,4.0,7.0,6.0,10.6,13.2,18.4,12.2,4.6,56.8,22.78,144.44836,7.556513616007364,13.600604276996078,0.0
OR2B3,3.0,0.0,0.0,0.0,88.0,5.0,0.0,0.0,0.0,1.0,3.0,1.0,93.0,90.0,942.0,0.255813953,0.046511628,0.0,0.674418605,0.0,1.0,0.023255814,0.0,0.971049992,0.923388316,0.342395349,0.0,2.416666667,2.666666667,0.648508431,1.0,0.332115576,0.69819736,17.24327256,738.0,0.000895483,0.0,0.0,6.0455557,2.833825,9.5483,2.8268935,-6.2140476,0.9480921,0.054151754,17.69473854,1.25,0.75,0.75,0.75,1.0,1.0,0.25,1.0,5.75,2.25,2.0,1.25,0.5,1.25,0.25,0.25,0.5,2.25,0.5,0.25,0.75,0.0,0.5,0.25,0.0,1.0,1.0,1.75,4.0,0.0,0.75,6.5,22.3,0.0,0.0425033606092912,0.3243572701820543,0.0
CLRN1,4.0,1.0,0.0,0.0,50.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,55.0,59.0,738.0,0.272727273,0.090909091,0.0,0.636363636,0.0,1.0,0.0,0.0,0.979614198,1.064959765,0.355681818,0.0,2.0,2.285714286,0.368595651,1.0,0.605693519,0.909376841,18.42966009,635.0,0.009575984,0.0,0.0,5.1462386,4.1413177,8.6612344,4.6443272,-5.022143,1.3613908,0.054151754,17.69473854,3.6,1.0,0.6,0.4,2.4,3.0,8.2,0.8,8.2,2.6,4.0,0.0,0.0,0.8,0.6,0.4,2.2,3.0,4.2,2.6,3.4,0.8,0.4,1.2,1.6,0.4,2.0,4.4,6.2,1.4,1.0,5.6,21.5,0.0,1.1456074795901507,7.015132788294828,0.0
DUSP21,0.0,1.0,0.0,0.0,54.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,58.0,57.0,573.0,0.428571429,0.0,0.0,0.571428571,0.0,1.0,0.0,0.0,0.956634238,1.114241959,0.266857143,0.0,1.2,1.2,1.0,1.0,0.321336761,0.686139334,16.03169302,442.7397812,0.01501645,5.59e-06,4.0,1.2635043,0.4682273,1.8230302,0.5079632,-1.813889,0.14819837,0.177194731,86.39481739,0.25,0.5,0.0,0.0,0.25,1.0,4.5,0.0,2.25,1.0,1.25,0.0,0.25,0.0,0.5,0.0,0.25,1.5,1.25,2.75,6.5,4.5,0.5,0.75,0.25,0.5,0.25,0.5,1.5,0.5,0.0,1.0,16.60603002,34.86341111,0.0581231636799807,0.2755491762774475,0.0
AQP12B,0.0,0.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,45.0,44.0,924.0,0.5,0.0,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.594081747,0.114,0.0,0.666666667,0.666666667,1.0,1.0,0.791139241,0.976488367,20.03970491,446.0,0.02516637,0.0,0.0,0.37741573,1.023295,4.7206,0.53466675,-5.1907692,1.1138903,0.054151754,17.69473854,0.0,0.0,0.4,0.0,0.2,1.0,1.4,0.2,0.2,0.6,2.2,0.0,0.0,0.0,0.0,0.4,0.2,0.2,2.6,2.8,1.2,2.4,0.2,0.0,0.4,0.0,0.4,1.8,2.8,0.0,0.0,0.2,16.60603002,34.86341111,2.691527257441232,10.915911987870128,0.0
TAS2R20,2.0,0.0,0.0,0.0,50.0,4.0,0.0,0.0,0.0,3.0,2.0,0.0,57.0,52.0,930.0,0.1875,0.0,0.0,0.75,0.0,1.0,0.0625,0.0,1.0,1.478389606,0.212,0.0,3.0,3.25,1.0,1.0,0.439174352,0.800552827,18.47947043,676.0,-0.002161418,0.0,0.0,4.2314034,2.1092003,6.9286585,2.6326202,-2.6803125,0.12402454,0.054151754,17.69473854,1.333333333,0.0,0.333333333,0.666666667,0.333333333,0.0,1.666666667,0.666666667,7.666666667,1.333333333,0.0,0.666666667,0.666666667,1.666666667,0.0,0.333333333,0.333333333,2.0,0.0,0.0,1.333333333,0.0,0.0,0.0,1.333333333,0.0,0.666666667,0.666666667,1.666666667,0.0,0.0,3.333333333,16.60603002,34.86341111,3.108370466089309,5.502761171389513,0.0
TMEM246,8.0,1.0,0.0,0.0,93.0,3.0,0.0,0.0,0.0,0.0,8.0,1.0,96.0,97.0,1212.0,0.219512195,0.0,0.0,0.756097561,0.0,1.0,0.024390244,0.0,0.990895004,0.700627107,0.443804878,0.0,3.1,3.2,1.0,1.0,0.022636726,0.108388755,16.78358659,872.0,-0.01539047,1.84e-05,10.0,-1.7366169,1.3036956,2.0742858,0.33151868,-9.190294,2.3863303,0.054151754,17.69473854,0.0,0.333333333,1.666666667,0.333333333,1.0,1.333333333,1.666666667,1.333333333,4.666666667,4.0,2.0,0.0,0.333333333,1.0,0.333333333,1.666666667,0.666666667,2.0,2.333333333,3.333333333,3.333333333,6.666666667,0.333333333,1.333333333,0.333333333,1.333333333,1.0,4.0,4.333333333,0.333333333,0.0,4.666666667,31.0,0.0,5.534066538714128,11.633458723377652,0.0
ASPN,10.0,0.0,0.0,0.0,42.0,11.0,0.0,0.0,2.0,1.0,10.0,0.0,56.0,65.0,1143.0,0.222222222,0.222222222,0.0,0.5,0.0,1.0,0.0,0.055555556,0.893416682,0.77904575,0.5065,0.0,1.8,2.8,0.036764706,1.0,0.881057269,0.992627886,19.31298702,442.7397812,0.020143467,0.0,0.0,-0.13068181,1.5753554,2.9827472,0.52867504,-7.040975,3.2597844,0.181596745,90.73994733,1.5,0.75,1.25,0.0,0.75,0.5,1.5,0.25,5.25,1.25,2.5,0.5,1.0,1.5,0.0,1.5,0.25,2.5,1.5,0.25,3.5,3.25,0.0,0.0,0.5,0.25,0.0,1.0,1.25,0.0,0.75,4.0,36.0,0.0,6.586318004070586,15.295430374469612,0.0
SAA1,2.0,1.0,0.0,0.0,26.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,28.0,29.0,369.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.641317294,0.3265,0.0,2.0,2.0,1.0,1.0,0.56561086,0.887923622,19.19929564,371.0,0.01728515,2.86e-07,2.0,-0.5401667,1.31624425,3.2202777,0.3227207,-6.1808333,2.3320146,0.091530662,23.05619948,0.0,0.0,0.666666667,0.0,0.0,0.0,0.0,0.0,3.666666667,0.333333333,0.0,0.0,0.0,0.0,0.666666667,0.0,0.0,0.666666667,3.0,1.333333333,4.333333333,1.333333333,0.0,0.0,0.0,0.666666667,0.0,2.333333333,1.0,0.0,0.0,2.333333333,0.089,0.0,7.785498793323801,20.405324307903392,0.0
IL33,1.0,1.0,0.0,0.0,47.0,5.0,0.0,0.0,1.0,0.0,1.0,1.0,53.0,54.0,813.0,0.153846154,0.0,0.0,0.846153846,0.0,1.0,0.0,0.0,0.983634919,1.318497372,0.226384615,0.0,4.4,4.4,1.0,1.0,0.272108844,0.626272961,18.43793815,432.0,0.004916742,2.53e-07,4.0,2.5456075,6.8096325,11.2863936,7.89575,-9.045435,3.1037603,0.054151754,17.69473854,4.0,1.25,0.0,0.5,0.25,1.25,0.25,0.25,8.0,1.25,2.0,0.0,0.0,0.0,0.0,0.0,0.5,1.25,1.5,0.0,0.0,0.5,0.5,1.0,0.0,0.5,0.25,0.5,4.0,0.25,0.75,6.75,16.60603002,34.86341111,6.176993203062174,13.342547106756712,0.0
BRPF3,11.0,4.0,0.0,0.0,157.0,11.0,0.0,0.0,0.0,0.0,11.0,4.0,168.0,160.0,3618.0,0.342857143,0.042857143,0.0,0.6,0.0,1.0,0.014285714,0.0,0.976692683,0.601752153,0.371185714,0.0,1.68,1.84,0.611620795,1.0,0.688705234,0.945552284,19.64797604,358.0,0.03052908,4.24e-07,2.0,3.2656476,1.7769916,6.9096655,2.032852,-3.7579034,0.54102577,0.054151754,17.69473854,3.6,1.2,0.6,0.4,0.8,1.8,4.4,1.4,13.2,4.4,8.2,2.6,1.6,1.4,0.4,0.0,3.6,6.8,10.0,14.4,6.2,14.2,0.0,1.0,0.4,2.0,4.6,10.2,13.0,0.4,0.2,6.8,16.60603002,34.86341111,7.06529455077174,12.838296790742406,0.0
NKTR,11.0,2.0,0.0,0.0,194.0,17.0,0.0,0.0,2.0,0.0,11.0,2.0,213.0,184.0,4389.0,0.125,0.075,0.0125,0.75,0.0375,0.986583783,0.0375,0.0,0.92096128,0.897718796,0.377475,0.0,5.454545455,6.363636364,0.391236307,0.168520391,0.821199865,0.412078934,18.41887051,445.0,0.04219259,6.74e-06,8.0,-1.5329195,1.8117512,3.5395745,0.7602197,-10.882223,2.4104122,0.009925531,0.271076785,12.33333333,1.333333333,9.333333333,2.333333333,6.666666667,5.666666667,11.0,10.66666667,34.0,9.666666667,14.0,5.0,2.0,3.0,0.333333333,1.0,2.0,7.333333333,4.0,4.333333333,40.0,9.0,3.0,0.333333333,3.666666667,4.666666667,4.0,3.666666667,11.66666667,0.333333333,4.666666667,19.0,16.60603002,34.86341111,7.252847406135153,13.54105646134404,0.0
EGF,3.0,2.0,1.0,0.0,233.0,24.0,1.0,0.0,10.0,0.0,4.0,2.0,268.0,214.0,3624.0,0.289156627,0.060240964,0.024096386,0.602409639,0.0,1.0,0.024096386,0.0,0.927183394,1.213405015,0.31353012,0.0,2.0,2.36,0.665335995,1.0,0.919117647,0.996637085,17.7159774,503.0,0.00901126,6.54e-06,17.0,-2.0436311,2.2446472,4.017458,1.11324005,-10.0271806,2.6202127,0.161602556,71.85175378,3.0,4.8,3.4,1.2,2.8,3.8,6.0,5.0,17.8,3.8,9.0,1.2,2.0,1.2,2.0,1.2,3.6,10.6,5.2,3.2,9.4,3.2,2.0,1.4,0.8,2.4,3.2,3.6,12.0,2.4,0.4,11.6,16.031,470.670001,5.422191282846059,14.425906282519296,0.0
ZNF583,1.0,0.0,1.0,0.0,132.0,16.0,0.0,0.0,1.0,0.0,2.0,0.0,149.0,116.0,1710.0,0.129032258,0.129032258,0.032258065,0.709677419,0.0,1.0,0.0,0.0,0.911384081,0.769046458,0.448451613,0.0,4.4,5.4,0.213995292,1.0,0.197706603,0.518183303,17.04383259,713.0,-0.04993473,0.0,0.0,2.0721622,1.2094038,6.297124,1.8351963,-2.4482517,0.14994706,0.08868186,21.63951548,1.5,0.5,2.0,2.0,1.5,1.25,1.25,1.25,14.75,0.25,3.75,0.5,0.25,0.75,0.5,0.25,0.5,1.75,1.75,0.0,2.25,0.25,0.25,1.5,1.0,0.25,0.25,1.0,4.0,0.25,0.75,5.75,4.522,0.0,4.230749259863092,7.587875878233087,0.0
TRIM5,5.0,2.0,2.0,1.0,70.0,7.0,1.0,0.0,3.0,0.0,7.0,3.0,81.0,79.0,1482.0,0.352941176,0.058823529,0.0,0.5,0.0,1.0,0.0,0.058823529,0.960948479,1.85749602,0.214588235,0.029411765,1.307692308,1.692307692,0.302388872,1.0,0.981354269,0.999825078,17.03333158,838.0,0.00508753,6.91e-05,52.0,-3.232905,1.7497102,1.4436633,0.42665107,-9.2884615,2.8323622,0.054151754,17.69473854,17.0,12.0,25.8,12.0,27.8,24.8,28.8,14.4,133.4,33.4,68.0,17.0,14.4,18.0,9.0,18.4,15.4,55.4,46.8,12.8,41.6,21.2,4.6,13.0,8.6,11.2,25.2,32.6,100.6,13.8,10.8,85.2,7.911581818,56.07966934,6.20245218428145,11.006628216125817,0.0
DNAJB11,6.0,1.0,1.0,0.0,61.0,6.0,0.0,0.0,1.0,0.0,7.0,1.0,68.0,69.0,1077.0,0.258064516,0.032258065,0.0,0.64516129,0.0,1.0,0.032258065,0.032258065,0.986977478,0.479124632,0.502258065,0.0,2.222222222,2.555555556,0.893655049,1.0,0.51072523,0.853893536,19.17643128,436.0,0.04029909,0.00046823,75.0,6.0722668,2.9019218,8.42325,3.1872705,-3.3316668,0.68753203,0.007583073,0.158236685,4.0,2.4,1.6,0.0,0.6,3.8,4.0,2.4,14.2,3.0,5.2,3.0,0.8,0.0,0.0,1.6,0.0,1.6,3.2,2.4,7.2,8.4,0.0,3.2,1.6,0.0,2.4,2.2,4.0,1.6,0.0,7.0,16.60603002,34.86341111,7.483648752603125,13.963248722520587,0.0
THRB,1.0,1.0,0.0,0.0,95.0,4.0,0.0,0.0,4.0,1.0,1.0,1.0,104.0,95.0,1386.0,0.2,0.1,0.0,0.7,0.0,1.0,0.0,0.0,0.967699249,0.576224843,0.498033333,0.0,3.0,3.428571429,0.327332242,1.0,0.511770727,0.854594961,18.49960184,518.0,-0.01163378,0.00012178,51.0,-0.673445,0.73392964,2.5924603,0.34115769,-5.6313254,0.92892,0.017103729,0.805276069,1.6,1.0,2.0,0.4,2.8,0.0,7.4,1.0,11.0,2.8,5.8,1.6,0.0,2.2,0.4,0.2,1.0,6.4,4.4,3.0,8.4,4.6,1.8,0.6,2.0,2.4,1.4,4.0,6.6,1.2,1.0,6.6,16.60603002,34.86341111,6.000673013021841,12.367421402013374,0.0
WDR89,0.0,0.0,1.0,0.0,42.0,4.0,0.0,0.0,0.0,0.0,1.0,0.0,46.0,44.0,1164.0,0.307692308,0.153846154,0.0,0.538461538,0.0,1.0,0.0,0.0,0.958424899,1.191536938,0.340153846,0.0,1.4,1.8,0.494071146,1.0,0.926784059,0.997251795,18.28849618,221.0,0.02703588,6.96e-06,7.0,-1.1864444,0.759144,2.065614,0.36885408,-6.803636,0.9521029,0.054151754,17.69473854,1.0,0.333333333,1.0,0.666666667,0.666666667,0.666666667,0.333333333,0.666666667,3.666666667,1.333333333,1.333333333,0.333333333,0.333333333,0.0,1.0,0.0,0.333333333,0.333333333,0.333333333,0.0,0.333333333,0.0,0.0,0.333333333,0.0,0.0,2.0,0.666666667,0.333333333,0.333333333,0.0,1.333333333,16.60603002,34.86341111,5.780352371729155,9.52134742596863,0.0
NTHL1,3.0,1.0,0.0,0.0,44.0,2.0,0.0,0.0,0.0,0.0,3.0,1.0,46.0,49.0,939.0,0.428571429,0.0,0.0,0.523809524,0.0,1.0,0.047619048,0.0,1.0,1.244988035,0.229190476,0.0,1.1,1.2,1.0,1.0,0.811030008,0.980900425,20.73669673,183.0,0.04588438,2.36e-05,15.0,0.9299001,1.6928745,5.1456142,1.3236498,-4.658372,1.6645625,0.011102232,0.339180816,0.0,0.0,0.75,0.0,0.25,0.5,0.75,0.5,2.0,0.5,1.5,0.0,0.0,0.0,1.0,0.0,0.5,0.75,1.5,5.5,1.5,6.75,0.0,0.0,0.0,0.5,0.0,2.5,2.0,0.5,0.0,1.25,16.60603002,34.86341111,6.0538897695166805,12.590881205819828,0.0
FBLN5,3.0,1.0,0.0,0.0,88.0,4.0,0.0,0.0,3.0,0.0,3.0,1.0,95.0,95.0,1347.0,0.255813953,0.046511628,0.0,0.674418605,0.0,1.0,0.023255814,0.0,0.971049992,0.565712543,0.464627907,0.0,2.416666667,2.666666667,0.775193798,1.0,0.351123596,0.718615517,18.34909848,440.0,0.02910425,2.6e-06,9.0,-1.2915897,2.1460634,3.7294354,0.73823095,-10.060704,3.423936,0.019740416,1.072725907,0.0,0.6,1.6,0.0,1.0,3.8,5.2,0.2,5.8,0.6,4.4,0.6,0.8,1.0,0.2,1.4,0.6,3.4,1.6,10.8,14.4,10.4,0.0,1.8,1.2,1.6,2.6,2.2,8.0,1.8,0.0,6.4,23.0,0.0,6.942219066303735,14.66817276376255,0.0
SCIN,5.0,4.0,1.0,0.0,101.0,13.0,0.0,0.0,6.0,0.0,6.0,4.0,120.0,114.0,2148.0,0.268292683,0.12195122,0.024390244,0.585365854,0.0,1.0,0.0,0.0,0.920286787,0.688504619,0.495170732,0.0,2.0,2.5,0.184569952,1.0,0.598802395,0.905882411,16.86748267,510.0,-0.001377797,2.22e-06,7.0,3.7344616,1.9742088,6.783262,1.9524,-4.0754795,1.19812805,0.054151754,17.69473854,3.4,2.8,0.0,1.6,1.6,4.4,4.6,1.2,11.6,3.0,6.2,0.4,1.0,0.4,0.4,1.2,1.8,2.6,1.4,0.6,2.0,2.8,0.4,0.4,0.2,1.6,1.0,2.6,6.0,2.0,1.4,4.4,16.60603002,34.86341111,6.453621258823711,14.8677957145786,0.0
ARID4A,18.0,16.0,1.0,0.0,180.0,26.0,0.0,0.0,7.0,1.0,19.0,16.0,214.0,198.0,3774.0,0.2,0.085714286,0.014285714,0.671428571,0.0,1.0,0.028571429,0.0,0.919521407,0.861790276,0.361242857,0.0,3.133333333,3.733333333,0.36350418,1.0,0.957854406,0.999099128,18.14922167,552.0,0.03571751,3.32e-06,21.0,-1.5796734,1.7477915,3.320104,0.66294465,-8.624627,2.4730016,0.006502393,0.116334484,5.0,2.4,3.2,4.6,3.2,2.2,4.2,3.8,21.8,3.0,5.2,1.6,1.6,2.0,1.2,1.0,3.6,6.8,2.0,2.6,16.2,4.6,2.0,0.8,3.6,0.8,2.4,0.6,5.2,2.0,2.8,16.4,16.60603002,34.86341111,6.215664965041681,11.057010271242412,0.0
HTRA3,1.0,0.0,1.0,0.0,68.0,5.0,0.0,0.0,0.0,0.0,2.0,0.0,73.0,69.0,1362.0,0.225806452,0.032258065,0.0,0.709677419,0.161290323,0.881664083,0.032258065,0.0,0.898361559,0.844134125,0.411741935,0.0,2.75,3.0,0.691562932,9e-05,0.16294,0.000177883,17.38269663,242.0,0.05162625,0.0,1.0,-2.4327632,1.3036393,2.1706099,0.26305476,-7.825286,1.9972453,0.09993426,27.48010554,0.0,0.666666667,3.333333333,0.0,2.0,0.0,8.666666667,1.666666667,4.333333333,1.0,3.666666667,0.0,0.0,3.333333333,0.666666667,0.666666667,0.0,3.0,3.333333333,10.0,15.33333333,14.33333333,0.0,0.0,0.666666667,2.0,3.0,8.333333333,5.333333333,0.0,0.0,6.333333333,9.791,95.51105578,7.042295784651532,16.166329757816168,0.0
DAD1,1.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,13.0,14.0,342.0,0.166666667,0.0,0.0,0.333333333,0.0,1.0,0.333333333,0.166666667,0.871049064,0.481449591,0.770666667,0.0,1.0,2.5,1.0,1.0,0.265886732,0.618102866,19.8955065,380.0,0.04919528,3.02e-05,10.0,0.8303846,0.64266496,2.7852632,0.32669592,-4.4757143,1.2481959,0.009661519,0.25688658,0.0,0.0,0.0,0.2,0.4,0.0,0.2,0.2,0.6,0.0,0.6,0.2,0.0,0.0,0.0,0.2,0.0,0.0,0.2,1.4,0.6,0.8,0.0,0.0,0.0,0.4,0.0,0.0,1.6,0.4,0.0,0.6,16.60603002,34.86341111,7.914603525874922,14.107139793925093,0.0
C14orf180,2.0,1.0,0.0,0.0,15.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,16.0,19.0,483.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,1.791433685,0.3635,0.0,2.0,2.0,1.0,1.0,0.083948959,0.291936391,19.25408009,450.0,0.02015291,0.0,0.0,-2.3997368,2.8132629,4.1563638,0.86911125,-11.414375,4.225404,0.054151754,17.69473854,0.0,0.0,0.0,0.0,1.0,0.0,0.666666667,0.0,1.333333333,1.0,0.666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.666666667,2.666666667,2.0,0.666666667,2.0,0.0,0.0,0.0,0.0,0.0,0.666666667,0.666666667,0.0,0.0,1.0,16.60603002,34.86341111,2.939272373676181,9.646797162045164,0.0
SHOX2,3.0,0.0,0.0,0.0,72.0,8.0,0.0,0.0,0.0,0.0,3.0,0.0,80.0,81.0,1068.0,0.230769231,0.102564103,0.025641026,0.615384615,0.076923077,0.956789109,0.025641026,0.0,0.90169022,0.463559272,0.527487179,0.0,2.4,3.0,0.053050398,0.055997312,0.125377982,0.04183624,17.31290688,946.0,-0.007621409,3.34e-06,5.0,8.603432,6.106729,13.614672,7.3621556,-4.404468,0.54230113,0.038559658,4.092214656,1.2,0.6,2.2,1.2,0.0,1.6,2.6,1.0,3.4,1.8,2.2,0.0,0.2,1.2,2.0,0.8,0.4,1.0,4.4,4.8,6.8,6.0,0.0,0.0,0.6,1.6,1.6,4.4,3.8,1.6,0.4,4.6,32.0,0.0,4.230086652176386,10.22889664462876,0.0
CAMK1G,6.0,4.0,0.0,0.0,71.0,3.0,0.0,0.0,2.0,0.0,6.0,4.0,76.0,77.0,1431.0,0.333333333,0.027777778,0.0,0.638888889,0.0,1.0,0.0,0.0,0.967762266,0.691231062,0.360583333,0.0,1.769230769,1.846153846,0.895255148,1.0,0.394788788,0.761707213,17.6421589,405.0,-0.00304879,6.87e-07,4.0,5.8297634,2.817449,9.38626,3.0642258,-3.68,0.9408364,0.042502533,4.97169302,0.5,1.5,1.5,1.0,1.5,2.0,1.5,3.0,6.5,1.5,4.5,0.0,0.0,1.5,0.0,0.5,0.5,3.0,1.0,6.0,6.0,4.5,0.5,0.0,0.0,1.5,1.0,1.0,2.5,0.0,0.0,5.5,26.1,0.0,3.7219039322297873,10.578084397952424,0.0
TMEM242,0.0,0.0,0.0,0.0,25.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,31.0,30.0,426.0,0.25,0.125,0.0,0.5,0.0,1.0,0.0,0.0,0.916666667,0.58444347,0.58975,0.125,1.333333333,2.0,0.103820598,1.0,0.390930414,0.758102308,17.7025941,374.0,0.02053868,2.37e-06,3.0,-1.1198276,1.2844014,2.7708571,0.62545454,-7.040435,1.7538637,0.054151754,17.69473854,0.8,0.4,0.0,0.4,0.2,0.0,0.8,0.0,1.0,1.2,0.4,0.0,0.0,0.8,0.4,0.0,0.2,0.4,1.2,2.4,3.2,3.2,0.4,0.0,0.0,0.4,0.4,0.0,1.8,0.4,0.0,1.8,10.5095,7.1479805,5.534066538714128,11.633458723377652,0.0
OR8J3,5.0,2.0,0.0,0.0,156.0,5.0,1.0,0.0,0.0,1.0,5.0,2.0,163.0,156.0,948.0,0.298701299,0.012987013,0.0,0.675324675,0.038961039,0.983959107,0.012987013,0.0,0.961133195,1.528871665,0.196844156,0.0,2.166666667,2.25,0.984251969,0.995798319,0.840336134,0.985893758,13.30216623,1007.0,-0.03797167,0.0,0.0,0.28910493,0.8588938,3.840352,0.5715112,-5.36448,0.80010565,0.054151754,17.69473854,8.0,3.0,7.0,6.0,9.0,9.0,3.0,5.0,28.0,5.0,18.0,4.0,1.0,7.0,3.0,4.0,5.0,13.0,9.0,10.0,8.0,11.0,2.0,4.0,3.0,4.0,6.0,1.0,18.0,6.0,2.0,22.0,5.893,68.043769,0.003034898600561,0.0029665551166126,0.0
HIATL1,3.0,2.0,1.0,0.0,51.0,4.0,0.0,0.0,0.0,0.0,4.0,2.0,55.0,56.0,1521.0,0.266666667,0.0,0.0,0.533333333,0.0,1.0,0.133333333,0.066666667,0.965872263,0.534352909,0.586866667,0.0,1.6,2.2,1.0,1.0,0.112220851,0.357679999,17.80716433,486.0,0.03351945,2.9e-07,2.0,0.4319492,2.152567,4.8966218,1.5252118,-7.0768185,2.3477057,0.178458597,87.63151155,0.25,0.0,0.0,0.0,0.5,0.5,4.5,0.0,7.0,0.0,3.75,0.0,0.0,1.75,1.0,0.0,0.0,0.75,2.25,4.25,3.0,5.0,0.5,0.0,1.0,0.75,1.75,2.5,2.25,0.0,0.25,2.0,16.60603002,34.86341111,7.33544360785053,12.988905862901694,0.0
HOXD4,2.0,0.0,0.0,0.0,65.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,67.0,69.0,768.0,0.166666667,0.083333333,0.0,0.666666667,0.0,1.0,0.041666667,0.0,0.896637626,0.555001981,0.564083333,0.041666667,3.2,4.0,0.100401606,1.0,0.041201434,0.172604434,17.90428063,874.0,0.01322798,3.7e-05,17.0,3.475797,1.0810727,5.8579206,1.1832033,-3.0267568,0.2336273,0.08193037,18.4738937,0.25,0.75,0.25,0.25,0.25,1.0,1.5,0.0,2.0,0.0,1.0,0.0,0.25,1.25,0.0,0.0,0.0,0.75,1.5,2.75,3.25,3.5,0.75,0.0,0.25,0.0,1.0,1.5,2.0,0.0,0.0,1.5,7.977,0.0,3.643224736047144,8.729343931863053,0.0
OSR1,2.0,1.0,0.0,0.0,69.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,70.0,66.0,801.0,0.411764706,0.0,0.0,0.588235294,0.0,1.0,0.0,0.0,1.0,0.640275013,0.314411765,0.0,1.25,1.25,1.0,1.0,0.74019245,0.962875691,15.94545961,842.0,-0.009467138,0.0,2.0,2.8400704,1.3005108,5.9685264,1.5362424,-3.4834042,0.2363865,0.016048485,0.709016145,1.0,1.25,0.75,0.0,0.0,4.0,4.5,1.0,2.0,2.0,3.25,0.25,0.0,0.0,0.75,0.25,0.5,1.0,0.75,4.5,6.25,10.75,0.0,0.75,0.0,0.0,0.5,2.25,3.25,0.75,0.0,2.75,16.60603002,34.86341111,4.7434912010694825,11.52102412007561,0.0
TBC1D4,13.0,2.0,0.0,0.0,196.0,25.0,0.0,0.0,9.0,0.0,13.0,2.0,230.0,204.0,3897.0,0.297297297,0.027027027,0.027027027,0.608108108,0.0,1.0,0.040540541,0.0,0.948527731,0.66511875,0.399364865,0.0,1.956521739,2.260869565,0.654450262,1.0,0.505816894,0.850571848,17.5873329,480.0,0.01738036,9.78e-05,33.0,-0.9163291,2.8768307,5.7196923,2.0208102,-8.978785,2.7406039,0.007560343,0.157268478,3.0,2.75,1.75,2.0,3.75,3.0,8.0,3.25,23.0,8.25,10.75,2.0,1.75,2.75,1.75,7.25,2.0,6.75,12.5,15.75,18.75,8.0,0.5,1.0,2.75,2.25,3.0,7.25,17.0,1.0,1.75,15.25,27.7,0.0,6.922003034662153,13.912458607440715,0.0
DEDD,2.0,0.0,1.0,0.0,39.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,40.0,41.0,957.0,0.25,0.0,0.0,0.75,0.0,1.0,0.0,0.0,1.0,0.494045638,0.4738125,0.0,2.4,2.4,1.0,1.0,0.172711572,0.47601594,19.31298702,442.7397812,0.020143467,0.000110189,21.0,8.495556,3.87132,12.518853,4.4363156,-3.7755,0.18615131,0.009131223,0.229450207,0.0,0.2,0.0,0.4,0.0,0.0,1.2,0.2,3.0,1.0,1.0,0.4,0.0,0.4,0.2,1.2,1.0,0.8,0.6,4.8,2.8,3.4,0.8,0.0,0.0,0.2,0.0,0.6,0.2,0.2,0.0,1.4,16.60603002,34.86341111,6.8134168487734135,11.84613603641451,0.0
