geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,label
ARNT,9.0,1.0,0.0,0.0,90.0,11.0,1.0,0.0,9.0,0.0,10.0,1.0,110.0,111.0,2370.0,0.214285714,0.071428571,0.023809524,0.666666667,0.0,1.0,0.023809524,0.0,0.948738179,0.644409225,0.451619048,0.0,2.8,3.3,0.41963911,1.0,0.636132316,0.923885938,20.76942545,188.0,0.03341297,0.000220617,42.0,8.567101,3.9467666,11.65,4.530432,-2.4601923,0.32045553,0.054151754,17.69473854,1.6,0.4,0.2,2.4,3.4,1.6,2.2,1.2,5.4,2.0,4.2,0.8,1.4,0.8,0.0,2.0,2.4,4.4,2.6,4.8,5.2,1.6,0.0,0.4,0.8,0.8,0.8,1.0,5.8,0.4,0.4,4.4,22.50177778,5.555555556,7.132713913893085,12.566191418136045,0.0
TAS2R46,0.0,1.0,0.0,0.0,39.0,5.0,0.0,0.0,0.0,1.0,0.0,1.0,45.0,44.0,930.0,0.25,0.0,0.0,0.666666667,0.0,1.0,0.083333333,0.0,1.0,1.712576687,0.191166667,0.0,2.0,2.25,1.0,1.0,0.925925926,0.997186149,18.50158998,676.0,0.003934637,0.0,0.0,3.8172223,4.5385506,9.107857,6.104752,-4.896765,0.8084047,0.054151754,17.69473854,1.0,1.0,4.0,2.0,1.0,0.0,1.0,3.0,12.0,1.0,1.0,2.0,1.0,3.0,1.0,0.0,0.0,7.0,2.0,0.0,2.0,0.0,1.0,4.0,0.0,0.0,1.0,0.0,4.0,1.0,0.0,6.0,16.60603002,34.86341111,0.1941258099505089,0.2336040284866465,0.0
CTAGE5,10.0,2.0,0.0,0.0,120.0,16.0,1.0,0.0,5.0,0.0,11.0,2.0,141.0,139.0,2430.0,0.15,0.175,0.0,0.65,0.0,1.0,0.025,0.0,0.887258905,0.851199387,0.43435,0.0,3.714285714,4.857142857,0.219925225,1.0,0.183755972,0.495065535,18.26407647,300.0,0.01596453,3.8e-05,15.0,0.61557046,1.2336802,4.0840957,1.0961836,-5.3124547,0.9187467,0.096443986,25.59582995,5.0,1.4,2.2,3.2,2.6,2.6,1.8,1.2,17.0,2.0,4.0,1.8,1.4,0.8,0.0,0.8,2.0,2.8,4.4,3.2,2.6,2.0,0.8,2.4,2.0,0.8,2.0,1.6,9.8,1.4,1.0,11.2,26.7,0.0,6.993931077294349,13.3491981121627,0.0
RBFOX2,3.0,1.0,0.0,0.0,49.0,2.0,0.0,0.0,2.0,0.0,3.0,1.0,53.0,54.0,1356.0,0.208333333,0.041666667,0.041666667,0.625,0.0,1.0,0.083333333,0.0,0.909123212,0.404758386,0.525,0.0,2.5,3.166666667,0.553709856,1.0,0.442869796,0.803578151,20.27023372,388.0,-0.02580168,0.00057007,92.0,0.5975229,2.8063558,6.382414,2.6787577,-5.9813727,2.178276,0.054151754,17.69473854,1.0,2.6,3.2,0.2,1.2,0.8,4.0,0.8,5.2,1.8,1.2,0.4,0.0,0.2,0.0,0.8,2.0,2.4,2.0,3.6,5.2,4.4,0.6,2.0,0.4,0.0,1.8,2.4,2.4,1.0,2.4,2.6,16.60603002,34.86341111,5.534066538714128,11.633458723377652,0.0
EMCN,0.0,1.0,0.0,0.0,56.0,5.0,0.0,0.0,4.0,0.0,0.0,1.0,65.0,59.0,786.0,0.157894737,0.052631579,0.0,0.789473684,0.0,1.0,0.0,0.0,0.975220114,1.28904969,0.200105263,0.0,3.75,4.0,0.965250965,1.0,0.709723208,0.953073267,17.82244324,807.0,-0.005138423,9.22e-08,2.0,-4.621418,1.5780859,1.4945833,0.20889458,-11.723871,2.2433799,0.136803865,51.49938856,0.4,1.4,0.4,1.4,4.6,2.4,2.8,0.8,7.0,1.0,2.6,0.0,0.4,0.0,0.0,0.6,0.4,2.6,0.0,0.0,0.0,1.6,0.8,2.4,0.4,0.0,1.4,0.8,1.6,2.4,2.4,4.6,14.025,1.74845,5.948683829874844,12.92968163781588,0.0
BARX2,0.0,0.0,0.0,0.0,58.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,54.0,840.0,0.307692308,0.038461538,0.0,0.653846154,0.0,1.0,0.0,0.0,0.983634919,0.815147452,0.374884615,0.0,1.888888889,2.0,0.807754443,1.0,0.455166136,0.813424121,18.13176605,440.0,-0.01947841,0.0,0.0,-4.043125,2.756365,3.5090476,0.40175267,-13.753061,4.1441042,0.016145135,0.717886674,0.8,0.4,0.4,0.0,0.0,0.8,0.2,0.2,8.2,1.0,3.8,0.0,0.0,0.0,0.0,0.8,0.0,2.0,5.4,3.8,11.0,2.0,0.0,0.8,0.0,0.0,0.4,2.6,6.2,0.2,0.0,1.8,16.60603002,34.86341111,5.713880299612651,12.848293263518968,0.0
ERI3,0.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,55.0,53.0,1014.0,0.36,0.0,0.04,0.56,0.0,1.0,0.0,0.04,0.982772938,0.468052297,0.41772,0.0,1.4,1.6,0.796812749,1.0,0.614250614,0.913607044,19.53199572,308.0,0.02928728,1.33e-08,2.0,1.822736,1.0225914,4.177027,1.0457844,-3.6215626,0.56268824,0.054151754,17.69473854,0.0,0.0,2.4,0.0,1.2,0.4,0.8,0.6,1.4,3.0,0.8,0.4,0.8,0.8,0.2,2.0,0.8,3.8,1.4,4.2,7.2,1.4,1.0,1.8,0.8,0.0,1.0,6.4,2.2,0.8,0.0,1.6,16.60603002,34.86341111,7.048228548528326,12.59152756071864,0.0
LUM,5.0,0.0,0.0,0.0,122.0,5.0,0.0,0.0,2.0,0.0,5.0,0.0,129.0,127.0,1017.0,0.19047619,0.047619048,0.0,0.761904762,0.071428571,0.970281953,0.0,0.0,0.934850489,0.907684826,0.393809524,0.0,3.555555556,3.777777778,0.718390805,0.96499153,0.564652739,0.875728622,14.50014787,523.0,-0.01810844,2.84e-06,4.0,1.4768993,1.1679808,4.800655,1.0852817,-4.7274444,0.73848274,0.054151754,17.69473854,1.25,1.75,2.75,0.5,1.5,1.25,3.75,2.0,12.25,2.0,8.75,0.75,1.0,0.5,1.0,0.0,2.0,4.25,1.25,1.0,11.75,1.25,0.5,1.0,0.5,1.5,1.75,1.25,4.75,1.0,0.5,5.5,26.375,3.0625,8.891999835513833,19.032715584267745,0.0
ZNF697,0.0,0.0,0.0,0.0,75.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,80.0,74.0,1638.0,0.210526316,0.105263158,0.0,0.684210526,0.157894737,0.901157537,0.0,0.0,0.91630733,0.881925854,0.360473684,0.0,2.6,3.0,0.034946706,0.00536,0.36007,0.013992799,18.68490919,599.0,0.01325407,2.65e-06,9.0,2.0925658,1.6848309,5.56233,1.570584,-5.2010205,1.1613167,0.054151754,17.69473854,0.5,0.0,0.0,0.25,0.25,1.25,2.25,0.5,3.0,1.75,2.25,0.0,0.25,0.25,0.0,0.75,0.75,1.0,2.5,4.25,3.75,8.5,0.0,0.0,1.0,0.0,1.25,1.75,1.75,0.25,0.25,1.75,23.6,0.0,5.750137877742477,13.327408000096003,0.0
HSPB3,0.0,0.0,0.0,0.0,32.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,34.0,453.0,0.444444444,0.055555556,0.0,0.5,0.0,1.0,0.0,0.0,1.0,1.078295219,0.264444444,0.0,1.0,1.111111111,0.81300813,1.0,0.903342367,0.995170419,15.90761106,617.0,0.01355672,1.24e-05,17.0,-0.724127,3.3163376,5.5665787,3.1304758,-10.2859996,2.1620933,0.144179074,57.20191016,1.0,0.0,0.75,0.0,0.5,1.25,1.75,0.5,2.25,0.5,1.25,0.25,0.0,0.0,0.5,0.0,0.75,0.5,0.25,1.0,2.25,0.0,0.0,0.25,0.25,0.0,1.5,0.5,1.5,0.5,0.0,1.25,16.60603002,34.86341111,3.19614867015694,11.118851843421488,0.0
CLSPN,10.0,6.0,2.0,0.0,160.0,20.0,0.0,0.0,6.0,0.0,13.0,6.0,185.0,173.0,4020.0,0.153846154,0.115384615,0.0,0.634615385,0.0,1.0,0.096153846,0.0,0.87162344,1.014858685,0.3985,0.0,3.666666667,4.888888889,0.414250207,1.0,0.902527076,0.995087174,20.22397811,303.0,0.02482742,3.61e-05,24.0,1.0339699,1.6890794,4.5031074,1.8031022,-4.889524,0.9452214,0.009064851,0.226111091,2.8,1.6,2.4,3.2,2.0,2.0,2.0,2.6,14.2,2.8,9.4,1.2,1.6,0.4,0.8,0.8,0.8,3.2,4.0,2.0,6.4,4.0,1.2,1.6,3.4,2.0,0.4,3.4,9.0,3.2,0.0,12.0,9.001,0.0,4.96181077970429,10.314637661165497,0.0
USE1,2.0,0.0,0.0,0.0,32.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,35.0,37.0,780.0,0.315789474,0.052631579,0.0,0.631578947,0.0,1.0,0.0,0.0,0.950440229,0.656062866,0.392105263,0.0,1.714285714,1.857142857,0.73313783,1.0,0.212539851,0.541684543,19.72256992,212.0,0.03834604,0.000188896,19.0,1.6125333,1.1212374,6.060238,0.9969708,-4.0481817,0.7254022,0.054151754,17.69473854,0.0,0.0,0.0,0.6,0.0,0.0,4.2,0.6,2.4,1.2,3.8,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,6.6,3.6,5.2,0.0,0.6,1.2,0.0,0.6,1.8,2.0,0.0,0.0,2.2,16.60603002,34.86341111,6.027439500601737,11.236053476301423,0.0
CLCNKA,5.0,1.0,0.0,0.0,102.0,5.0,0.0,0.0,6.0,0.0,6.0,1.0,112.0,107.0,2064.0,0.3125,0.0,0.0,0.65625,0.0,1.0,0.03125,0.0,1.0,0.907514932,0.305,0.0,1.909090909,2.0,1.0,1.0,0.126630366,0.388309857,19.75714386,197.0,0.04297886,0.0,0.0,-0.64978446,1.9324113,4.464452,0.9466863,-9.332093,2.4247251,0.163978504,73.98507483,1.333333333,0.666666667,0.333333333,0.0,0.666666667,6.333333333,1.333333333,0.666666667,9.666666667,3.333333333,15.0,0.666666667,0.666666667,0.666666667,0.0,1.333333333,1.333333333,9.333333333,14.0,12.66666667,13.33333333,9.333333333,0.666666667,0.666666667,2.0,0.666666667,5.333333333,7.333333333,7.333333333,0.666666667,0.333333333,8.666666667,24.3,0.75,5.029175517853154,14.1563256377107,0.0
KLK3,1.0,0.0,0.0,0.0,65.0,3.0,0.0,0.0,3.0,0.0,1.0,1.0,70.0,65.0,786.0,0.4,0.0,0.0,0.6,0.0,1.0,0.0,0.0,1.0,1.560330332,0.24836,0.0,1.363636364,1.363636364,1.0,1.0,0.434782609,0.79691701,19.3226174,589.0,0.0248582,4.39e-06,7.0,0.2337956,1.1238094,4.5904,0.987907,-5.0362904,0.7914459,0.104565147,30.08642131,0.4,0.4,0.6,0.0,1.6,1.4,2.0,1.0,9.8,3.4,7.2,2.2,0.0,0.8,0.8,0.8,1.8,5.0,8.6,3.0,3.6,3.6,0.0,1.6,0.6,0.8,2.2,2.6,10.0,0.0,0.0,4.2,4.074,0.0,9.911875058778069,23.058312702700515,0.0
TINAGL1,4.0,0.0,1.0,0.0,67.0,7.0,0.0,0.0,2.0,0.0,5.0,0.0,76.0,73.0,1404.0,0.291666667,0.041666667,0.041666667,0.583333333,0.0,1.0,0.041666667,0.0,0.956789109,0.664239681,0.448833333,0.0,1.75,2.125,0.440528634,1.0,0.383288616,0.750849753,20.01751799,197.0,0.03723464,4.89e-05,21.0,-0.60913907,1.1374571,3.677294,0.8909368,-6.1295453,0.9238304,0.03172932,2.772044646,0.0,1.0,1.0,0.0,1.0,0.666666667,4.666666667,1.333333333,7.333333333,5.0,4.666666667,0.0,0.0,2.0,0.0,0.0,1.0,7.0,6.0,10.33333333,10.33333333,11.33333333,0.0,2.0,1.0,0.0,1.666666667,5.666666667,5.666666667,0.0,0.0,4.666666667,10.13,0.0,7.57785295111543,16.070899970392194,0.0
ADCY5,8.0,3.0,0.0,0.0,260.0,10.0,0.0,0.0,2.0,0.0,8.0,3.0,272.0,246.0,3786.0,0.336206897,0.025862069,0.0,0.603448276,0.0,1.0,0.034482759,0.0,0.960213126,0.56387523,0.424353448,0.0,1.75,1.925,0.753579503,1.0,0.183823529,0.495179974,18.50504819,458.0,0.04249693,0.000632272,14.0,3.6039453,1.9313931,6.857758,2.1090722,-4.189136,0.65005734,0.048300715,6.421210945,0.4,2.2,1.6,0.0,2.2,1.8,17.6,1.6,6.4,3.8,8.0,1.8,0.4,2.0,0.0,0.6,2.2,7.6,9.6,29.0,21.4,27.0,0.0,2.0,0.4,1.2,3.8,9.6,7.4,1.4,0.0,10.2,17.57917708,42.47252436,5.334301057901024,11.90660097275381,0.0
VWC2,0.0,1.0,0.0,0.0,47.0,9.0,0.0,0.0,2.0,0.0,1.0,1.0,57.0,58.0,978.0,0.25,0.05,0.0,0.65,0.0,1.0,0.05,0.0,0.930586536,0.453851948,0.4888,0.0,2.166666667,2.5,0.592768228,1.0,0.050140393,0.200206997,15.71821685,941.0,-0.01293009,0.0,0.0,7.344261,3.1061457,10.739655,3.5258755,-3.2057144,0.35854874,0.054151754,17.69473854,0.25,0.5,0.25,0.0,0.75,0.5,2.75,1.0,5.5,0.75,1.25,0.75,0.0,0.75,0.0,1.0,0.25,1.75,1.75,2.0,5.0,3.75,0.0,0.5,0.0,0.5,2.5,0.75,3.25,0.5,0.25,3.5,25.6,0.0,2.568887396624516,8.384810997909392,0.0
WIPF3,4.0,0.0,0.0,0.0,46.0,3.0,0.0,0.0,1.0,0.0,4.0,0.0,50.0,49.0,1452.0,0.3125,0.0,0.0,0.625,0.0,1.0,0.0625,0.0,1.0,0.512442918,0.389875,0.0,1.666666667,1.833333333,1.0,1.0,0.029496785,0.13342794,18.6116311,579.0,0.01731649,1.84e-07,3.0,4.6102855,1.551906,7.480667,1.67393,-2.5656667,0.54826923,0.054151754,17.69473854,0.0,0.0,1.0,1.25,0.5,0.0,1.0,0.0,1.5,1.5,1.5,0.0,0.0,0.75,1.0,0.0,0.5,3.0,5.75,6.0,4.5,9.0,0.0,2.5,0.0,0.5,0.5,1.25,4.5,1.0,0.75,2.25,11.415,0.96605,3.602887379299265,8.370501111923573,0.0
SGK494,0.0,0.0,0.0,0.0,29.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,33.0,32.0,1233.0,0.333333333,0.166666667,0.0,0.444444444,0.0,1.0,0.055555556,0.0,0.893416682,0.90601403,0.455944444,0.0,1.142857143,1.714285714,0.173792145,1.0,0.362318841,0.730156043,20.65503364,225.0,0.03084639,0.0,0.0,2.2044642,1.8592125,5.7768572,1.8807383,-3.749524,1.3200196,0.054151754,17.69473854,1.5,0.75,1.5,0.75,3.0,0.75,1.5,0.75,7.5,3.5,4.5,0.0,0.0,0.75,0.0,2.0,0.0,0.75,5.5,1.5,3.5,0.75,0.0,1.5,0.0,0.0,3.75,2.75,3.0,0.0,0.0,4.5,16.60603002,34.86341111,4.248945666349847,8.927579006629736,0.0
TMEM150B,2.0,0.0,0.0,0.0,23.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,26.0,26.0,702.0,0.526315789,0.0,0.0,0.473684211,0.0,1.0,0.0,0.0,1.0,1.389992704,0.155,0.0,0.818181818,0.818181818,1.0,1.0,0.811030008,0.980900425,19.97254234,209.0,0.01939455,0.0,0.0,1.2563158,0.5013151,3.7100002,0.55664266,-2.6472727,0.1756303,0.054151754,17.69473854,0.0,0.25,0.0,0.0,1.5,0.5,3.0,0.0,2.75,2.0,1.0,0.0,0.0,0.0,0.75,0.75,0.5,1.25,3.25,2.5,2.75,2.0,0.0,0.75,0.0,0.0,0.75,1.75,3.0,1.75,0.0,3.0,16.60603002,34.86341111,3.789158563208869,9.190504662717077,0.0
ALX1,1.0,0.0,1.0,0.0,91.0,11.0,0.0,0.0,1.0,0.0,2.0,0.0,103.0,93.0,981.0,0.175,0.1,0.05,0.675,0.0,1.0,0.0,0.0,0.917747033,0.528688274,0.566275,0.0,3.375,4.125,0.063131313,1.0,0.251382604,0.598486471,15.1323238,925.0,-0.03443202,3.98e-08,2.0,1.9576617,0.9455008,4.169643,0.8808916,-3.1190164,0.73474837,0.054151754,17.69473854,0.666666667,0.333333333,4.0,0.0,4.0,2.0,3.666666667,1.0,5.666666667,2.333333333,5.333333333,0.666666667,0.666666667,2.0,0.666666667,0.666666667,1.0,1.666666667,3.0,4.666666667,11.66666667,3.666666667,0.0,0.666666667,0.666666667,2.333333333,1.666666667,4.0,3.0,0.333333333,0.666666667,2.0,24.7,0.0,3.539297403388752,9.922569856145016,0.0
PPAPDC1B,0.0,0.0,0.0,0.0,25.0,1.0,0.0,0.0,2.0,0.0,1.0,0.0,27.0,28.0,795.0,0.25,0.0,0.25,0.5,0.0,1.0,0.0,0.0,1.0,0.284665468,0.71475,0.0,1.0,1.5,0.227272727,1.0,0.305530095,0.667799265,19.54202164,277.0,0.04201127,0.0,0.0,12.657678,20.255353,22.695947,26.510444,-6.8905264,2.7655322,0.054151754,17.69473854,0.75,0.75,0.75,0.5,1.0,1.5,2.0,0.75,8.75,2.0,4.0,0.0,0.0,0.75,0.0,0.75,0.0,1.25,0.0,2.5,1.0,1.25,0.0,0.0,1.25,1.25,0.0,3.0,1.5,2.25,0.0,2.25,13.73,0.0,6.764092249135077,13.88257677967804,0.0
ZNF665,0.0,0.0,1.0,0.0,206.0,23.0,0.0,0.0,2.0,0.0,1.0,0.0,231.0,193.0,2037.0,0.152777778,0.069444444,0.0,0.777777778,0.041666667,0.985379109,0.0,0.0,0.949656042,1.577988155,0.198166667,0.0,4.666666667,5.083333333,0.74906367,0.588335801,0.11390819,0.248149165,18.5815603,946.0,-0.04879076,0.0,0.0,1.8864365,1.9413201,7.38023,1.6055347,-5.740585,1.4124901,0.054151754,17.69473854,1.25,2.0,1.25,1.75,3.0,3.0,4.5,1.5,11.5,2.5,4.75,0.5,1.25,1.25,1.25,3.0,0.5,2.5,1.75,2.25,6.0,3.25,0.25,4.0,3.75,1.0,1.0,0.5,4.75,0.5,0.75,10.5,5.6161,6.7097946,3.363586827991288,6.352147803229214,0.0
RNF17,13.0,2.0,0.0,0.0,335.0,39.0,0.0,0.0,17.0,0.0,15.0,2.0,389.0,294.0,4872.0,0.181102362,0.039370079,0.031496063,0.724409449,0.023622047,0.992077402,0.023622047,0.0,0.93490666,0.963146903,0.366212598,0.0,3.833333333,4.333333333,0.53361793,0.641281513,0.105042017,0.249081391,18.89313945,629.0,0.02863443,0.0,1.0,-0.46914076,2.1686863,5.131376,1.6545296,-7.122616,1.9681556,0.22491254,139.1679381,11.8,6.4,11.0,9.2,8.0,7.8,10.4,9.8,73.6,8.6,15.4,7.4,6.8,2.0,1.4,6.2,8.4,18.4,4.4,5.8,29.2,14.8,3.6,3.8,11.6,6.0,6.4,2.6,31.4,2.8,4.4,31.6,8.256133333,74.88344013,2.4503435286394866,9.262830943998525,0.0
EDRF1,11.0,4.0,2.0,0.0,162.0,11.0,0.0,0.0,8.0,1.0,13.0,4.0,182.0,176.0,3717.0,0.302631579,0.078947368,0.026315789,0.565789474,0.0,1.0,0.026315789,0.0,0.921617628,0.694722146,0.436223684,0.0,1.791666667,2.208333333,0.342114266,1.0,0.949667616,0.998711522,17.72421806,351.0,-0.006334337,4.95e-05,22.0,-1.0925266,1.7196644,4.2384688,0.9538691,-7.7642515,1.8839624,0.054151754,17.69473854,1.760707733,1.143165192,1.596748423,1.105022852,1.671491889,2.035466554,4.958482206,1.639325668,9.767604778,3.211991354,5.614129936,0.837957573,0.808910536,1.138566169,0.799658285,1.189861968,1.754617003,4.381175227,4.319535118,6.28797392,8.133730776,7.11154992,0.577571368,0.999461251,0.928524327,1.034212231,2.251830709,3.511968918,6.79395143,1.035221756,0.661555391,6.651389738,16.61967817,35.16991024,5.534066538714128,11.633458723377652,0.0
SRA1,0.0,0.0,0.0,0.0,24.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,26.0,23.0,711.0,0.25,0.0,0.0,0.5,0.0,1.0,0.125,0.125,1.0,1.14871661,0.3895,0.0,1.333333333,2.0,1.0,1.0,0.762776506,0.969328913,19.43006679,319.0,0.0288983,5.35e-05,33.0,-0.32269235,1.0238762,3.4815624,0.7816833,-6.4095,0.8391845,0.054151754,17.69473854,1.2,0.6,1.0,2.0,0.4,1.4,1.2,0.4,6.4,0.6,6.6,1.2,0.8,0.0,0.0,1.6,1.4,1.0,2.6,4.4,3.8,1.6,0.4,0.6,0.6,1.6,1.2,4.6,5.8,0.4,0.4,5.4,16.60603002,34.86341111,6.687054275853082,12.139941898701284,0.0
TNNI3,2.0,0.0,0.0,0.0,52.0,3.0,0.0,0.0,2.0,0.0,2.0,1.0,56.0,53.0,632.0,0.266666667,0.0,0.0,0.733333333,0.0,1.0,0.0,0.0,1.0,0.788159001,0.0,0.0,2.2,2.2,1.0,1.0,1.0,1.0,19.98395107,266.0,-0.001064632,3.91e-05,11.0,1.5834782,1.6689822,7.06871,1.6811868,-4.8332077,0.9083658,0.061085543,10.26840037,0.4,0.0,0.8,0.0,0.0,0.4,4.0,0.0,3.0,2.0,2.0,0.2,0.8,0.0,0.0,0.4,0.4,2.8,1.8,7.8,2.8,4.4,0.0,0.4,0.0,0.0,0.8,2.0,2.0,0.0,0.8,2.2,10.04866667,0.0,3.7646231721112446,10.80493911531151,0.0
CD151,2.0,0.0,0.0,0.0,30.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,31.0,30.0,762.0,0.166666667,0.0,0.0,0.666666667,0.0,1.0,0.166666667,0.0,1.0,0.471137244,0.6905,0.0,2.0,2.5,1.0,1.0,0.00378,0.024864958,20.77877739,232.0,0.05136765,1.75e-06,6.0,-4.387015,2.1238482,0.9351282,0.028107257,-11.8,4.1730523,0.069718234,13.37508713,0.0,0.5,0.75,0.0,1.5,1.75,1.75,0.5,2.0,2.75,0.75,0.0,0.75,0.5,0.0,0.0,0.75,2.0,0.0,2.5,1.0,3.5,0.0,0.25,0.0,0.5,0.0,0.5,0.5,0.5,0.0,2.5,16.60603002,34.86341111,8.78693764391378,16.62818152314404,0.0
IL31RA,6.0,3.0,0.0,0.0,140.0,15.0,0.0,0.0,1.0,0.0,6.0,3.0,156.0,146.0,2295.0,0.226415094,0.113207547,0.018867925,0.622641509,0.056603774,0.971436114,0.018867925,0.0,0.892104517,1.227123898,0.335660377,0.0,2.538461538,3.153846154,0.115167569,0.26455973,0.198767641,0.207467572,18.28655776,438.0,0.04381664,0.0,0.0,-1.0520434,1.246276,2.9969897,0.49054525,-7.3009446,1.7771354,0.054151754,17.69473854,2.2,2.0,2.8,3.8,2.2,3.6,6.2,3.2,15.8,4.2,7.8,0.6,0.4,0.8,0.6,1.0,0.8,9.6,5.4,4.4,9.2,6.4,2.0,2.8,0.8,0.6,1.4,4.0,12.0,1.6,0.6,10.2,3.313,0.0,2.664866614187772,8.031628057727792,0.0
ATP1A2,6.0,3.0,0.0,0.0,243.0,14.0,0.0,0.0,6.0,1.0,7.0,3.0,263.0,231.0,3063.0,0.252873563,0.0,0.011494253,0.701149425,0.068965517,0.973713563,0.034482759,0.0,0.943786358,0.430302131,0.534183908,0.0,2.652173913,2.826086957,0.992063492,0.13288672,0.028875863,0.025183695,19.67268448,386.0,0.02299702,1.02e-05,15.0,8.708582,3.8010966,11.252361,4.3364756,-1.8578846,0.19898666,0.054151754,17.69473854,1.6,1.2,2.2,0.2,0.8,3.8,15.8,1.0,15.6,6.2,7.6,0.0,1.8,3.4,1.8,3.4,2.4,12.6,12.2,25.2,13.8,18.0,0.0,1.8,1.0,1.0,3.2,6.6,10.2,1.4,0.2,9.6,27.04444444,7.893777778,7.375448286367848,17.776042390534,0.0
LRIT3,2.0,1.0,0.0,0.0,113.0,8.0,0.0,0.0,1.0,0.0,2.0,1.0,122.0,107.0,2040.0,0.205128205,0.128205128,0.0,0.641025641,0.0,1.0,0.0,0.025641026,0.93397567,1.349060381,0.338282051,0.0,2.777777778,3.444444444,0.057218058,1.0,0.876424189,0.992028984,17.69884843,462.0,0.02772033,0.0,0.0,-2.0748964,1.4013911,2.1017777,0.4967359,-7.394245,2.0593125,0.054151754,17.69473854,1.0,0.8,0.4,1.2,1.2,0.2,0.6,0.2,10.2,3.2,2.8,1.0,2.8,0.8,1.6,0.4,2.8,4.4,1.4,2.4,2.4,5.0,0.0,0.0,0.8,1.0,0.6,0.6,6.0,0.0,0.4,7.2,28.1,0.0,2.180166753411925,5.345171847287559,0.0
CDRT1,1.0,0.0,1.0,0.0,42.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,45.0,42.0,2259.0,0.0,0.333333333,0.0,0.666666667,0.0,1.0,0.0,0.0,1.0,0.6332796,0.859666667,0.0,2.0,3.0,0.295857988,1.0,0.076330051,0.272703501,18.82532062,419.0,-0.02674653,0.0,0.0,-5.3507406,2.3686435,1.1061364,0.042803964,-13.02919,4.0970024,0.054151754,17.69473854,1.0,2.2,0.6,2.2,3.6,2.2,7.6,2.4,14.2,5.0,8.2,0.6,0.4,2.0,1.6,1.8,0.6,3.4,7.6,5.8,18.0,8.4,0.0,2.4,0.6,1.8,1.2,6.6,11.8,3.8,1.8,5.0,16.60603002,34.86341111,2.1360038950627454,6.042825160194383,0.0
GRM5,2.0,1.0,2.0,0.0,335.0,28.0,0.0,0.0,0.0,1.0,4.0,1.0,364.0,314.0,3639.0,0.227272727,0.054545455,0.018181818,0.645454545,0.027272727,0.989477013,0.027272727,0.009090909,0.920174832,0.550381158,0.572981818,0.018181818,2.730769231,3.269230769,0.021451402,0.43883,0.0088,0.025319829,17.27832422,944.0,-0.0228314,2.57e-06,3.0,0.9742798,1.9591793,5.0944936,1.8851258,-6.005485,1.3145045,0.203659349,114.108584,2.8,8.4,8.6,2.4,8.8,4.2,19.6,6.0,30.0,10.4,22.0,2.4,7.6,4.0,3.6,3.8,4.8,16.0,13.2,18.2,27.0,17.0,1.8,4.2,2.4,6.2,12.0,13.2,22.2,1.8,1.6,21.6,25.24,2.1635,3.805821645512395,10.553606459970997,0.0
SLC3A2,25.0,2.0,0.0,0.0,74.0,6.0,0.0,0.0,0.0,0.0,25.0,2.0,80.0,97.0,1896.0,0.290322581,0.0,0.0,0.580645161,0.0,1.0,0.129032258,0.0,0.934887391,1.453653347,0.297290323,0.0,1.8,2.2,1.0,1.0,0.666666667,0.936976739,21.15967612,181.0,0.07051182,0.000360038,40.0,-0.17698114,0.67238715,2.4614729,0.37473973,-4.277711,0.8654815,0.010423134,0.29901419,0.4,0.0,1.8,1.6,1.2,1.8,2.8,0.6,6.4,1.4,1.8,0.0,0.0,2.0,0.0,1.6,2.4,3.4,3.4,6.0,6.0,2.2,0.0,1.8,0.8,0.0,4.0,3.4,4.0,0.0,0.0,4.4,21.7,0.0,8.467910935473547,16.56202565589394,0.0
PRKCA,9.0,5.0,0.0,0.0,105.0,7.0,1.0,0.0,2.0,0.0,10.0,5.0,114.0,114.0,2019.0,0.229166667,0.041666667,0.020833333,0.666666667,0.0,1.0,0.041666667,0.0,0.941772063,0.426386079,0.520833333,0.0,2.666666667,3.083333333,0.465549348,1.0,0.204750205,0.529476772,17.65918273,603.0,-0.02686108,0.001344621,125.0,4.466031,2.2308039,7.978033,2.487505,-3.4470886,0.76121483,0.00965715,0.25665754,2.2,1.0,0.4,1.0,2.4,2.0,8.4,0.6,4.8,1.6,2.2,0.0,1.2,0.4,0.4,0.8,1.2,2.8,2.8,5.2,11.4,4.6,0.4,1.0,0.8,0.0,0.8,1.4,7.2,1.0,0.2,5.6,16.60603002,34.86341111,6.919743750968148,14.414506025060485,0.0
