Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum
TTC3,0.0,7.0,0.0,0.0,26.0,9.0,0.0,0.0,11.0,311.0,35.0,0.0,0.0,85.0,16.0,0.0,27.0,9.0,0.0,464.0,0.0,333
TTC30A,0.0,20.0,0.0,10.0,4.0,1.0,0.0,0.0,0.0,109.0,6.0,0.0,0.0,47.0,0.0,0.0,16.0,4.0,0.0,177.0,0.0,147
TTC30B,0.0,3.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,99.0,11.0,0.0,0.0,34.0,0.0,0.0,4.0,1.0,0.0,149.0,0.0,116
TTC31,0.0,5.0,0.0,0.0,4.0,1.0,0.0,0.0,11.0,59.0,9.0,0.0,0.0,26.0,2.0,0.0,5.0,1.0,0.0,111.0,0.0,106
TTC32,0.0,4.0,0.0,9.0,2.0,1.0,0.0,0.0,0.0,20.0,2.0,1.0,0.0,2.0,0.0,0.0,3.0,1.0,0.0,37.0,0.0,36
TTC33,0.0,11.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,39.0,7.0,0.0,0.0,11.0,2.0,0.0,5.0,0.0,0.0,70.0,0.0,63
TTC36,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,6.0,0.0,0.0,1.0,0.0,0.0,18.0,0.0,18
TTC37,0.0,8.0,0.0,1.0,10.0,3.0,1.0,0.0,2.0,211.0,24.0,0.0,0.0,54.0,8.0,0.0,13.0,3.0,0.0,306.0,0.0,231
TTC38,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0,4.0,0.0,0.0,43.0,3.0,0.0,1.0,0.0,0.0,134.0,0.0,115
TTC39A,0.0,6.0,0.0,0.0,1.0,0.0,0.0,0.0,31.0,84.0,7.0,0.0,0.0,33.0,6.0,0.0,2.0,0.0,0.0,166.0,0.0,143
TTC39B,0.0,14.0,0.0,0.0,0.0,0.0,1.0,0.0,6.0,78.0,4.0,0.0,0.0,43.0,6.0,0.0,12.0,0.0,0.0,140.0,0.0,131
TTC39C,7.0,8.0,0.0,2.0,7.0,1.0,0.0,0.0,7.0,75.0,9.0,0.0,0.0,26.0,8.0,0.0,9.0,3.0,0.0,138.0,0.0,124
TTC4,0.0,5.0,0.0,4.0,3.0,0.0,0.0,0.0,4.0,51.0,4.0,0.0,0.0,20.0,1.0,0.0,3.0,0.0,0.0,89.0,0.0,86
TTC40,0.0,7.0,0.0,1.0,21.0,1.0,0.0,0.0,25.0,308.0,21.0,1.0,0.0,161.0,10.0,0.0,21.0,1.0,0.0,534.0,0.0,380
TTC5,0.0,7.0,0.0,7.0,2.0,0.0,1.0,0.0,0.0,75.0,7.0,0.0,0.0,23.0,1.0,0.0,3.0,0.0,0.0,120.0,0.0,100
TTC6,0.0,10.0,0.0,0.0,2.0,1.0,1.0,0.0,6.0,156.0,11.0,0.0,0.0,37.0,5.0,0.0,3.0,2.0,0.0,224.0,0.0,156
TTC7A,0.0,7.0,0.0,0.0,3.0,0.0,2.0,0.0,5.0,119.0,6.0,0.0,0.0,67.0,4.0,0.0,6.0,0.0,0.0,207.0,0.0,181
TTC7B,0.0,13.0,0.0,1.0,4.0,3.0,1.0,0.0,5.0,159.0,15.0,0.0,0.0,61.0,0.0,0.0,7.0,3.0,0.0,252.0,0.0,215
TTC8,0.0,15.0,0.0,3.0,0.0,0.0,0.0,1.0,4.0,90.0,5.0,0.0,0.0,29.0,6.0,0.0,3.0,1.0,0.0,149.0,0.0,124
TTC9,0.0,7.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,22.0,3.0,0.0,0.0,14.0,0.0,0.0,4.0,0.0,0.0,45.0,0.0,43
TTC9B,1.0,10.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,0.0,12.0,0.0,0.0,2.0,0.0,0.0,36.0,0.0,37
TTC9C,0.0,6.0,7.0,6.0,1.0,0.0,0.0,0.0,0.0,19.0,6.0,0.0,0.0,16.0,0.0,0.0,5.0,0.0,0.0,56.0,0.0,52
TTF1,0.0,6.0,0.0,0.0,18.0,8.0,4.0,0.0,0.0,126.0,13.0,0.0,0.0,52.0,3.0,0.0,23.0,9.0,0.0,198.0,0.0,188
TTF2,0.0,6.0,0.0,4.0,7.0,4.0,1.0,0.0,2.0,137.0,23.0,0.0,0.0,60.0,6.0,0.0,11.0,4.0,0.0,235.0,0.0,201
TTI1,0.0,9.0,0.0,3.0,28.0,2.0,1.0,0.0,0.0,162.0,17.0,0.0,0.0,78.0,1.0,1.0,29.0,2.0,0.0,271.0,0.0,248
TTI2,0.0,0.0,0.0,25.0,2.0,2.0,0.0,0.0,1.0,69.0,9.0,0.0,0.0,28.0,1.0,0.0,2.0,3.0,0.0,132.0,0.0,117
TTK,0.0,10.0,0.0,0.0,49.0,5.0,0.0,0.0,3.0,168.0,11.0,0.0,0.0,30.0,12.0,1.0,53.0,6.0,0.0,230.0,0.0,241
TTL,0.0,28.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,44.0,7.0,0.0,0.0,25.0,0.0,0.0,5.0,0.0,0.0,103.0,0.0,84
TTLL1,1.0,10.0,0.0,0.0,3.0,0.0,0.0,0.0,1.0,76.0,2.0,0.0,0.0,40.0,2.0,0.0,3.0,0.0,0.0,132.0,0.0,104
TTLL10,0.0,0.0,11.0,3.0,12.0,1.0,0.0,0.0,53.0,73.0,3.0,0.0,0.0,34.0,6.0,0.0,13.0,1.0,0.0,182.0,0.0,166
TTLL11,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,82.0,4.0,0.0,0.0,40.0,3.0,0.0,1.0,0.0,0.0,154.0,0.0,128
TTLL12,0.0,28.0,0.0,0.0,1.0,2.0,1.0,0.0,1.0,77.0,8.0,0.0,0.0,42.0,2.0,0.0,3.0,2.0,0.0,157.0,0.0,135
TTLL13,23.0,9.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,87.0,6.0,0.0,0.0,25.0,1.0,0.0,7.0,1.0,0.0,148.0,0.0,124
TTLL2,0.0,4.0,0.0,5.0,6.0,3.0,1.0,0.0,0.0,116.0,8.0,0.0,0.0,51.0,2.0,0.0,7.0,4.0,0.0,185.0,0.0,162
TTLL3,9.0,0.0,0.0,0.0,8.0,2.0,1.0,0.0,31.0,103.0,6.0,0.0,0.0,51.0,3.0,0.0,10.0,2.0,0.0,202.0,0.0,180
TTLL4,0.0,8.0,0.0,7.0,4.0,4.0,1.0,0.0,0.0,158.0,12.0,1.0,0.0,59.0,0.0,0.0,8.0,4.0,0.0,242.0,0.0,211
TTLL5,0.0,12.0,0.0,3.0,8.0,1.0,2.0,0.0,39.0,198.0,21.0,0.0,0.0,52.0,8.0,0.0,12.0,1.0,0.0,331.0,0.0,256
TTLL6,0.0,2.0,0.0,1.0,3.0,1.0,0.0,1.0,8.0,134.0,10.0,0.0,0.0,60.0,1.0,0.0,4.0,2.0,0.0,215.0,0.0,174
TTLL7,0.0,26.0,0.0,15.0,10.0,0.0,3.0,0.0,3.0,198.0,20.0,0.0,0.0,37.0,8.0,0.0,15.0,3.0,0.0,302.0,0.0,235
TTLL8,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,15.0,88.0,5.0,0.0,0.0,52.0,2.0,0.0,4.0,0.0,0.0,161.0,0.0,135
TTLL9,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,15.0,106.0,7.0,0.0,0.0,45.0,4.0,0.0,3.0,1.0,0.0,176.0,0.0,152
TTN,0.0,28.0,0.0,0.0,222.0,85.0,19.0,2.0,1385.0,9271.0,752.0,0.0,0.0,3117.0,155.0,0.0,296.0,103.0,0.0,14637.0,0.0,3790
TTPA,0.0,22.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,60.0,8.0,0.0,0.0,16.0,3.0,0.0,0.0,2.0,0.0,109.0,0.0,96
TTPAL,0.0,20.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,57.0,7.0,0.0,0.0,24.0,2.0,0.0,2.0,0.0,0.0,109.0,0.0,92
TTR,0.0,9.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,29.0,2.0,0.0,0.0,16.0,1.0,0.0,1.0,0.0,0.0,66.0,0.0,62
TTTY11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,5
TTTY5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
TTYH1,1.0,6.0,0.0,0.0,5.0,0.0,1.0,0.0,10.0,72.0,11.0,0.0,0.0,37.0,4.0,0.0,6.0,1.0,0.0,140.0,0.0,132
TTYH2,0.0,23.0,0.0,2.0,4.0,1.0,0.0,0.0,8.0,77.0,3.0,0.0,0.0,54.0,5.0,1.0,4.0,2.0,0.0,172.0,0.0,137
TTYH3,0.0,49.0,0.0,0.0,3.0,1.0,0.0,0.0,8.0,57.0,2.0,0.0,0.0,46.0,3.0,0.0,10.0,5.0,0.0,154.0,0.0,131
TUB,0.0,19.0,0.0,21.0,4.0,3.0,1.0,0.0,9.0,124.0,7.0,0.0,0.0,52.0,0.0,0.0,5.0,3.0,0.0,232.0,0.0,190
TUBA1A,0.0,10.0,0.0,11.0,1.0,0.0,0.0,0.0,1.0,78.0,1.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,122.0,0.0,106
TUBA1B,0.0,18.0,0.0,7.0,3.0,0.0,1.0,0.0,4.0,43.0,5.0,0.0,0.0,35.0,2.0,0.0,4.0,0.0,0.0,114.0,0.0,100
TUBA1C,0.0,5.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,46.0,5.0,0.0,0.0,21.0,0.0,0.0,3.0,0.0,0.0,86.0,0.0,80
TUBA3C,0.0,15.0,0.0,15.0,7.0,0.0,0.0,0.0,0.0,212.0,11.0,0.0,0.0,94.0,2.0,0.0,9.0,0.0,0.0,347.0,0.0,296
TUBA3D,0.0,14.0,0.0,8.0,1.0,3.0,0.0,0.0,0.0,95.0,4.0,0.0,0.0,42.0,2.0,0.0,3.0,3.0,0.0,163.0,0.0,141
TUBA3E,0.0,7.0,0.0,10.0,5.0,0.0,2.0,0.0,0.0,104.0,5.0,0.0,0.0,47.0,1.0,0.0,7.0,1.0,0.0,173.0,0.0,150
TUBA4A,0.0,15.0,0.0,1.0,3.0,0.0,5.0,0.0,3.0,87.0,2.0,0.0,0.0,28.0,0.0,0.0,9.0,0.0,0.0,135.0,0.0,115
TUBA4B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,95.0,0.0,0.0,0.0,3.0,3.0,0.0,89.0,0.0,84
TUBA8,0.0,4.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,70.0,6.0,0.0,0.0,21.0,0.0,0.0,3.0,1.0,0.0,101.0,0.0,90
TUBAL3,0.0,5.0,0.0,4.0,0.0,1.0,0.0,0.0,0.0,94.0,7.0,0.0,0.0,52.0,0.0,1.0,0.0,1.0,0.0,163.0,0.0,138
TUBB,0.0,6.0,0.0,13.0,4.0,0.0,1.0,0.0,0.0,43.0,1.0,0.0,0.0,41.0,0.0,1.0,10.0,1.0,0.0,99.0,0.0,95
TUBB1,0.0,8.0,0.0,6.0,1.0,1.0,0.0,0.0,0.0,93.0,4.0,0.0,0.0,41.0,1.0,0.0,2.0,1.0,0.0,152.0,0.0,131
TUBB2A,0.0,18.0,0.0,1.0,3.0,1.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,28.0,1.0,0.0,4.0,1.0,0.0,102.0,0.0,93
TUBB2B,0.0,31.0,0.0,6.0,4.0,2.0,0.0,0.0,0.0,58.0,1.0,0.0,0.0,44.0,3.0,1.0,8.0,4.0,0.0,138.0,0.0,114
TUBB3,0.0,9.0,0.0,0.0,6.0,4.0,0.0,0.0,8.0,86.0,4.0,0.0,0.0,51.0,1.0,0.0,6.0,4.0,0.0,159.0,0.0,145
TUBB4A,0.0,18.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,110.0,5.0,0.0,0.0,84.0,1.0,0.0,6.0,0.0,0.0,218.0,0.0,180
TUBB4B,0.0,2.0,0.0,13.0,1.0,2.0,5.0,0.0,0.0,59.0,2.0,0.0,0.0,29.0,0.0,0.0,6.0,2.0,0.0,105.0,0.0,104
TUBB6,8.0,6.0,0.0,0.0,1.0,1.0,0.0,0.0,8.0,77.0,2.0,0.0,0.0,55.0,0.0,0.0,1.0,1.0,0.0,156.0,0.0,131
TUBB8,0.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,113.0,4.0,0.0,0.0,40.0,0.0,1.0,2.0,0.0,0.0,163.0,0.0,143
TUBB8P7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.0,0.0,0.0,0.0,138.0,0.0,0.0,0.0,4.0,2.0,0.0,164.0,0.0,147
TUBBP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,134.0,0.0,0.0,0.0,2.0,1.0,0.0,131.0,0.0,115
TUBBP5,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,39.0,0.0,0.0,0.0,0.0,0.0,0.0,63.0,0.0,56
TUBD1,0.0,6.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,69.0,6.0,0.0,0.0,20.0,2.0,0.0,4.0,1.0,0.0,103.0,0.0,90
TUBE1,0.0,9.0,0.0,2.0,11.0,0.0,2.0,0.0,0.0,64.0,7.0,0.0,0.0,20.0,1.0,0.0,13.0,0.0,0.0,103.0,0.0,104
TUBG1,0.0,15.0,0.0,1.0,3.0,0.0,0.0,0.0,2.0,61.0,0.0,0.0,0.0,41.0,3.0,0.0,5.0,0.0,0.0,121.0,0.0,107
TUBG2,0.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,68.0,3.0,0.0,0.0,31.0,3.0,0.0,1.0,0.0,0.0,117.0,0.0,99
TUBGCP2,3.0,0.0,0.0,3.0,12.0,0.0,0.0,0.0,12.0,150.0,6.0,0.0,0.0,92.0,2.0,0.0,12.0,0.0,0.0,268.0,0.0,230
TUBGCP3,0.0,35.0,0.0,0.0,7.0,2.0,0.0,0.0,11.0,133.0,13.0,0.0,0.0,36.0,6.0,0.0,13.0,3.0,0.0,227.0,0.0,196
TUBGCP4,0.0,11.0,0.0,4.0,4.0,2.0,0.0,0.0,0.0,87.0,8.0,0.0,0.0,38.0,3.0,0.0,5.0,2.0,0.0,150.0,0.0,123
TUBGCP5,0.0,8.0,0.0,0.0,12.0,2.0,0.0,0.0,26.0,139.0,12.0,0.0,0.0,62.0,9.0,0.0,12.0,2.0,0.0,256.0,0.0,213
TUBGCP6,0.0,2.0,1.0,4.0,9.0,3.0,1.0,1.0,4.0,250.0,17.0,0.0,0.0,110.0,5.0,0.0,11.0,4.0,0.0,392.0,0.0,314
TUFM,0.0,15.0,0.0,1.0,2.0,1.0,1.0,0.0,1.0,64.0,11.0,0.0,0.0,26.0,1.0,0.0,3.0,1.0,0.0,119.0,0.0,103
TUFT1,0.0,7.0,0.0,9.0,1.0,0.0,2.0,0.0,12.0,48.0,2.0,0.0,0.0,17.0,1.0,0.0,3.0,1.0,0.0,95.0,0.0,90
TULP1,0.0,14.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,108.0,5.0,0.0,0.0,59.0,3.0,0.0,5.0,3.0,0.0,189.0,0.0,166
TULP2,0.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,82.0,9.0,0.0,0.0,49.0,2.0,0.0,1.0,1.0,0.0,144.0,0.0,126
TULP3,0.0,3.0,1.0,5.0,5.0,1.0,0.0,0.0,11.0,74.0,10.0,0.0,0.0,17.0,2.0,0.0,6.0,1.0,0.0,122.0,0.0,112
TULP4,0.0,34.0,0.0,8.0,13.0,4.0,4.0,0.0,1.0,265.0,14.0,0.0,0.0,108.0,3.0,0.0,18.0,4.0,0.0,432.0,0.0,344
TUSC1,0.0,2.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,8.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,25.0,0.0,24
TUSC2,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,1.0,0.0,0.0,10.0,1.0,0.0,28.0,0.0,35
TUSC3,0.0,22.0,1.0,3.0,2.0,2.0,0.0,0.0,3.0,123.0,6.0,0.0,0.0,32.0,8.0,0.0,4.0,3.0,0.0,195.0,0.0,170
TUSC5,0.0,4.0,0.0,9.0,2.0,0.0,0.0,0.0,0.0,34.0,1.0,0.0,0.0,22.0,0.0,0.0,2.0,0.0,0.0,70.0,0.0,64
TUT1,0.0,3.0,0.0,1.0,11.0,1.0,1.0,0.0,0.0,123.0,4.0,0.0,0.0,45.0,1.0,0.0,12.0,1.0,0.0,177.0,0.0,159
TVP23A,0.0,30.0,0.0,2.0,21.0,3.0,0.0,0.0,0.0,26.0,3.0,0.0,0.0,10.0,1.0,0.0,24.0,3.0,0.0,69.0,0.0,89
TVP23B,0.0,5.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,23.0,1.0,0.0,0.0,11.0,1.0,0.0,2.0,0.0,0.0,41.0,0.0,40
TVP23C,0.0,8.0,0.0,1.0,1.0,0.0,0.0,0.0,59.0,27.0,1.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,97.0,0.0,88
TVP23C-CDRT4,0.0,8.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,22.0,0.0,22
TWF1,23.0,10.0,0.0,0.0,3.0,1.0,0.0,0.0,11.0,59.0,3.0,0.0,0.0,9.0,2.0,0.0,5.0,3.0,0.0,113.0,0.0,92
TWF2,0.0,5.0,0.0,5.0,6.0,0.0,0.0,0.0,0.0,43.0,2.0,0.0,0.0,27.0,1.0,0.0,6.0,0.0,0.0,83.0,0.0,74
TWIST1,0.0,25.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,28.0,6.0,0.0,0.0,16.0,0.0,0.0,4.0,4.0,0.0,75.0,0.0,73
TWIST2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,16.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,21.0,0.0,19
TWISTNB,0.0,12.0,0.0,3.0,2.0,0.0,0.0,0.0,3.0,61.0,4.0,0.0,0.0,19.0,2.0,0.0,3.0,0.0,0.0,103.0,0.0,95
TWSG1,0.0,6.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,37.0,2.0,1.0,0.0,12.0,0.0,1.0,0.0,0.0,0.0,65.0,0.0,52
TXK,0.0,22.0,0.0,12.0,4.0,0.0,0.0,0.0,11.0,93.0,10.0,1.0,0.0,36.0,2.0,0.0,4.0,0.0,0.0,187.0,0.0,157
TXLNA,0.0,5.0,0.0,13.0,4.0,3.0,0.0,0.0,0.0,71.0,3.0,0.0,0.0,27.0,1.0,0.0,4.0,3.0,0.0,120.0,0.0,113
TXLNB,0.0,17.0,0.0,0.0,3.0,0.0,1.0,0.0,1.0,149.0,26.0,0.0,0.0,49.0,2.0,1.0,4.0,3.0,0.0,242.0,0.0,196
TXLNG,0.0,12.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,65.0,11.0,0.0,0.0,30.0,0.0,0.0,4.0,2.0,0.0,120.0,0.0,95
TXLNG2P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1
TXN,0.0,7.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,4.0,2.0,0.0,3.0,0.0,0.0,24.0,0.0,25
TXN2,0.0,8.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,24.0,0.0,0.0,0.0,9.0,0.0,0.0,4.0,0.0,0.0,43.0,0.0,46
TXNDC11,0.0,7.0,0.0,1.0,7.0,1.0,2.0,0.0,2.0,104.0,3.0,0.0,0.0,43.0,1.0,1.0,9.0,1.0,0.0,162.0,0.0,142
TXNDC12,0.0,9.0,0.0,9.0,2.0,0.0,0.0,0.0,4.0,25.0,4.0,0.0,0.0,7.0,0.0,0.0,7.0,0.0,0.0,53.0,0.0,52
TXNDC15,0.0,10.0,0.0,5.0,2.0,0.0,1.0,0.0,1.0,40.0,5.0,0.0,0.0,15.0,1.0,0.0,5.0,0.0,0.0,75.0,0.0,73
TXNDC16,0.0,14.0,0.0,5.0,5.0,2.0,0.0,0.0,1.0,127.0,15.0,0.0,0.0,43.0,11.0,0.0,7.0,5.0,0.0,211.0,0.0,179
TXNDC17,0.0,10.0,0.0,4.0,3.0,2.0,2.0,0.0,0.0,7.0,0.0,0.0,0.0,6.0,0.0,0.0,8.0,4.0,0.0,22.0,0.0,32
TXNDC2,6.0,2.0,0.0,6.0,7.0,3.0,1.0,0.0,0.0,115.0,18.0,0.0,0.0,63.0,0.0,0.0,8.0,3.0,0.0,210.0,0.0,176
TXNDC5,3.0,21.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,53.0,4.0,0.0,0.0,35.0,0.0,0.0,5.0,1.0,0.0,114.0,0.0,104
TXNDC8,0.0,15.0,3.0,2.0,2.0,0.0,0.0,0.0,1.0,22.0,1.0,0.0,0.0,5.0,3.0,0.0,3.0,0.0,0.0,51.0,0.0,50
TXNDC9,0.0,16.0,0.0,4.0,0.0,0.0,0.0,0.0,9.0,25.0,2.0,0.0,0.0,8.0,1.0,0.0,9.0,0.0,0.0,56.0,0.0,58
TXNIP,0.0,24.0,0.0,14.0,6.0,6.0,6.0,1.0,3.0,65.0,4.0,0.0,0.0,27.0,1.0,1.0,21.0,8.0,0.0,129.0,0.0,138
TXNL1,0.0,12.0,0.0,5.0,5.0,1.0,0.0,0.0,3.0,44.0,7.0,0.0,0.0,15.0,2.0,0.0,6.0,1.0,0.0,87.0,0.0,84
TXNL4A,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,2.0,0.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,37.0,0.0,35
TXNL4B,0.0,4.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,18.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,30.0,0.0,31
TXNRD1,0.0,6.0,0.0,0.0,3.0,1.0,0.0,0.0,29.0,105.0,6.0,0.0,0.0,31.0,5.0,0.0,4.0,2.0,0.0,180.0,0.0,156
TXNRD2,0.0,8.0,0.0,0.0,1.0,1.0,0.0,0.0,18.0,76.0,5.0,0.0,0.0,48.0,2.0,0.0,2.0,1.0,0.0,156.0,0.0,142
TXNRD3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,6
TXNRD3NB,1.0,13.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,9.0,0.0,0.0,1.0,0.0,0.0,44.0,0.0,42
TYK2,0.0,17.0,0.0,5.0,11.0,3.0,2.0,0.0,13.0,174.0,12.0,0.0,0.0,103.0,8.0,0.0,14.0,3.0,0.0,331.0,0.0,269
TYMP,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,1.0,37.0,5.0,0.0,0.0,22.0,0.0,0.0,3.0,0.0,0.0,66.0,0.0,63
TYMS,0.0,13.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,29.0,5.0,0.0,0.0,17.0,1.0,0.0,3.0,0.0,0.0,65.0,0.0,58
TYR,0.0,4.0,0.0,10.0,2.0,3.0,2.0,0.0,0.0,177.0,16.0,0.0,0.0,56.0,1.0,0.0,4.0,3.0,0.0,264.0,0.0,224
TYRO3,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,120.0,17.0,0.0,0.0,54.0,0.0,0.0,1.0,0.0,0.0,204.0,0.0,176
TYROBP,1.0,13.0,0.0,5.0,2.0,0.0,0.0,0.0,1.0,23.0,2.0,0.0,0.0,14.0,2.0,0.0,2.0,0.0,0.0,61.0,0.0,59
TYRP1,0.0,18.0,0.0,7.0,18.0,2.0,0.0,0.0,2.0,98.0,5.0,0.0,0.0,40.0,2.0,1.0,20.0,2.0,0.0,171.0,0.0,151
TYSND1,0.0,11.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,35.0,3.0,0.0,0.0,16.0,0.0,0.0,1.0,0.0,0.0,66.0,0.0,61
TYW1,0.0,8.0,0.0,8.0,4.0,2.0,0.0,0.0,0.0,122.0,11.0,0.0,0.0,42.0,6.0,0.0,5.0,2.0,0.0,196.0,0.0,164
TYW1B,8.0,23.0,0.0,8.0,3.0,0.0,0.0,0.0,10.0,118.0,18.0,0.0,4.0,41.0,4.0,0.0,3.0,0.0,0.0,234.0,0.0,194
TYW3,0.0,5.0,0.0,0.0,4.0,3.0,1.0,0.0,0.0,35.0,2.0,0.0,0.0,16.0,2.0,0.0,5.0,3.0,0.0,60.0,0.0,64
TYW5,0.0,11.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,0.0,70.0,0.0,59
U2AF1,1.0,11.0,0.0,3.0,0.0,0.0,3.0,0.0,19.0,71.0,1.0,0.0,0.0,19.0,0.0,0.0,4.0,1.0,0.0,123.0,0.0,116
U2AF1L4,2.0,11.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0,27.0,3.0,1.0,0.0,15.0,0.0,0.0,1.0,0.0,0.0,76.0,0.0,65
U2AF2,0.0,7.0,2.0,5.0,5.0,4.0,1.0,0.0,0.0,87.0,0.0,0.0,0.0,32.0,3.0,1.0,10.0,5.0,0.0,132.0,0.0,128
U2SURP,0.0,50.0,0.0,9.0,14.0,4.0,1.0,0.0,0.0,157.0,15.0,1.0,0.0,36.0,7.0,0.0,16.0,7.0,0.0,271.0,0.0,209
U3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,2
U66059.29,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,0.0,11.0,0.0,10
U8,8.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,10
UACA,0.0,8.0,0.0,0.0,16.0,8.0,2.0,0.0,8.0,211.0,29.0,0.0,0.0,46.0,7.0,0.0,21.0,8.0,0.0,306.0,0.0,247
UAP1,0.0,6.0,0.0,2.0,3.0,0.0,2.0,0.0,0.0,80.0,5.0,0.0,0.0,27.0,2.0,0.0,6.0,0.0,0.0,121.0,0.0,108
UAP1L1,0.0,5.0,0.0,0.0,4.0,0.0,1.0,0.0,8.0,36.0,2.0,0.0,0.0,21.0,0.0,0.0,5.0,0.0,0.0,72.0,0.0,72
UBA1,0.0,4.0,0.0,0.0,3.0,0.0,0.0,1.0,21.0,136.0,8.0,0.0,0.0,80.0,4.0,1.0,5.0,3.0,0.0,250.0,0.0,207
