Hugo_Symbol,3'Flank,3'UTR,5'Flank,5'UTR,Frame_Shift_Del,Frame_Shift_Ins,In_Frame_Del,In_Frame_Ins,Intron,Missense_Mutation,Nonsense_Mutation,Nonstop_Mutation,RNA,Silent,Splice_Site,Translation_Start_Site,DEL,INS,ONP,SNP,TNP,pnum
ATP10A,0.0,10.0,0.0,0.0,5.0,6.0,1.0,0.0,5.0,431.0,25.0,0.0,0.0,219.0,6.0,0.0,6.0,6.0,0.0,696.0,0.0,507
ATP10B,0.0,8.0,0.0,4.0,8.0,3.0,1.0,0.0,0.0,349.0,27.0,0.0,0.0,150.0,10.0,0.0,10.0,3.0,0.0,547.0,0.0,424
ATP10D,0.0,18.0,0.0,4.0,23.0,6.0,1.0,0.0,8.0,304.0,27.0,0.0,0.0,89.0,8.0,0.0,25.0,6.0,0.0,457.0,0.0,363
ATP11A,0.0,62.0,0.0,0.0,6.0,0.0,0.0,0.0,6.0,190.0,9.0,0.0,0.0,105.0,16.0,0.0,21.0,1.0,0.0,372.0,0.0,293
ATP11B,0.0,20.0,0.0,0.0,15.0,9.0,0.0,0.0,13.0,155.0,37.0,0.0,0.0,44.0,6.0,0.0,23.0,10.0,0.0,266.0,0.0,210
ATP11C,0.0,73.0,1.0,9.0,7.0,2.0,6.0,0.0,8.0,251.0,35.0,1.0,0.0,81.0,11.0,0.0,23.0,8.0,0.0,454.0,0.0,306
ATP12A,0.0,24.0,0.0,0.0,7.0,1.0,0.0,0.0,3.0,256.0,15.0,0.0,0.0,116.0,10.0,0.0,8.0,1.0,0.0,423.0,0.0,309
ATP13A1,0.0,9.0,0.0,0.0,5.0,1.0,0.0,0.0,4.0,159.0,8.0,1.0,0.0,87.0,3.0,0.0,5.0,1.0,2.0,269.0,0.0,214
ATP13A2,0.0,14.0,0.0,0.0,6.0,1.0,1.0,0.0,7.0,166.0,8.0,0.0,0.0,102.0,4.0,0.0,7.0,2.0,0.0,300.0,0.0,243
ATP13A3,0.0,14.0,9.0,5.0,13.0,9.0,0.0,0.0,1.0,187.0,11.0,0.0,0.0,46.0,9.0,0.0,14.0,9.0,0.0,281.0,0.0,233
ATP13A4,0.0,19.0,0.0,16.0,3.0,2.0,1.0,0.0,16.0,233.0,23.0,0.0,0.0,119.0,11.0,1.0,6.0,2.0,0.0,436.0,0.0,324
ATP13A5,0.0,0.0,0.0,0.0,5.0,3.0,0.0,0.0,1.0,295.0,30.0,0.0,0.0,114.0,13.0,2.0,6.0,3.0,0.0,454.0,0.0,330
ATP1A1,18.0,11.0,0.0,3.0,14.0,2.0,2.0,0.0,5.0,140.0,9.0,0.0,0.0,52.0,2.0,0.0,18.0,2.0,0.0,238.0,0.0,199
ATP1A2,0.0,27.0,0.0,1.0,6.0,3.0,0.0,0.0,1.0,256.0,16.0,0.0,0.0,117.0,6.0,1.0,12.0,3.0,0.0,419.0,0.0,322
ATP1A3,0.0,9.0,0.0,4.0,4.0,1.0,0.0,0.0,8.0,233.0,9.0,0.0,0.0,134.0,9.0,0.0,4.0,1.0,0.0,406.0,0.0,310
ATP1A4,0.0,12.0,0.0,21.0,16.0,1.0,2.0,0.0,7.0,227.0,15.0,0.0,0.0,107.0,11.0,0.0,19.0,2.0,0.0,398.0,0.0,324
ATP1B1,0.0,29.0,0.0,5.0,5.0,2.0,4.0,0.0,0.0,43.0,5.0,0.0,0.0,13.0,7.0,1.0,10.0,2.0,0.0,102.0,0.0,104
ATP1B2,0.0,15.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,50.0,0.0,0.0,0.0,16.0,1.0,1.0,5.0,3.0,0.0,85.0,0.0,86
ATP1B3,0.0,14.0,0.0,2.0,3.0,0.0,0.0,0.0,4.0,39.0,5.0,0.0,0.0,12.0,1.0,0.0,4.0,1.0,0.0,75.0,0.0,62
ATP1B4,0.0,30.0,0.0,9.0,1.0,0.0,2.0,0.0,2.0,97.0,5.0,1.0,0.0,30.0,5.0,0.0,6.0,1.0,0.0,175.0,0.0,158
ATP2A1,0.0,13.0,0.0,4.0,13.0,5.0,1.0,0.0,6.0,187.0,11.0,0.0,0.0,94.0,5.0,0.0,14.0,5.0,0.0,320.0,0.0,270
ATP2A2,36.0,22.0,0.0,1.0,6.0,2.0,2.0,0.0,1.0,157.0,8.0,0.0,0.0,62.0,5.0,0.0,22.0,2.0,0.0,278.0,0.0,237
ATP2A3,16.0,12.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,157.0,13.0,0.0,0.0,102.0,3.0,0.0,3.0,1.0,0.0,302.0,0.0,239
ATP2B1,2.0,55.0,1.0,13.0,11.0,3.0,1.0,0.0,16.0,174.0,24.0,0.0,0.0,74.0,5.0,0.0,18.0,7.0,0.0,354.0,0.0,271
ATP2B2,0.0,71.0,0.0,15.0,8.0,2.0,1.0,0.0,15.0,276.0,9.0,0.0,0.0,202.0,7.0,0.0,24.0,2.0,0.0,580.0,0.0,421
ATP2B3,0.0,52.0,0.0,5.0,6.0,1.0,1.0,0.0,29.0,279.0,13.0,0.0,0.0,161.0,5.0,0.0,8.0,4.0,0.0,540.0,0.0,395
ATP2B4,0.0,51.0,0.0,9.0,5.0,1.0,1.0,0.0,34.0,192.0,20.0,0.0,0.0,97.0,2.0,0.0,16.0,2.0,0.0,394.0,0.0,282
ATP2C1,0.0,9.0,0.0,0.0,7.0,3.0,2.0,0.0,42.0,153.0,15.0,0.0,0.0,54.0,8.0,0.0,10.0,3.0,0.0,280.0,0.0,219
ATP2C2,0.0,5.0,0.0,2.0,8.0,1.0,1.0,0.0,14.0,142.0,8.0,0.0,0.0,96.0,8.0,0.0,10.0,2.0,0.0,273.0,0.0,224
ATP4A,0.0,11.0,1.0,4.0,4.0,3.0,0.0,0.0,3.0,241.0,7.0,0.0,0.0,119.0,5.0,0.0,4.0,3.0,0.0,391.0,0.0,298
ATP4B,0.0,10.0,0.0,3.0,1.0,0.0,1.0,0.0,0.0,44.0,1.0,0.0,0.0,25.0,2.0,0.0,2.0,0.0,0.0,85.0,0.0,77
ATP5A1,1.0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,13.0,80.0,4.0,0.0,0.0,31.0,2.0,0.0,3.0,2.0,0.0,138.0,0.0,116
ATP5B,0.0,8.0,0.0,2.0,1.0,0.0,0.0,0.0,6.0,70.0,4.0,0.0,0.0,36.0,4.0,1.0,1.0,1.0,0.0,130.0,0.0,113
ATP5C1,0.0,9.0,0.0,8.0,2.0,0.0,1.0,0.0,5.0,48.0,12.0,0.0,0.0,9.0,2.0,0.0,6.0,0.0,0.0,90.0,0.0,84
ATP5D,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,11
ATP5E,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,17
ATP5EP2,0.0,43.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,4.0,0.0,0.0,4.0,1.0,0.0,66.0,0.0,58
ATP5F1,0.0,7.0,0.0,13.0,1.0,4.0,0.0,0.0,0.0,37.0,2.0,1.0,0.0,11.0,0.0,0.0,1.0,5.0,0.0,70.0,0.0,67
ATP5G1,0.0,10.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,17.0,0.0,1.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,39.0,0.0,36
ATP5G2,3.0,10.0,0.0,8.0,0.0,0.0,1.0,0.0,0.0,27.0,2.0,0.0,0.0,16.0,3.0,0.0,2.0,0.0,0.0,68.0,0.0,64
ATP5G3,0.0,12.0,0.0,3.0,0.0,0.0,0.0,0.0,5.0,19.0,3.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,51.0,0.0,41
ATP5H,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,4.0,0.0,0.0,3.0,0.0,0.0,22.0,0.0,22
ATP5I,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,8.0,1.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,14.0,0.0,14
ATP5J,0.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,4.0,20.0,4.0,0.0,0.0,6.0,2.0,1.0,1.0,0.0,0.0,45.0,0.0,41
ATP5J2,1.0,16.0,0.0,9.0,0.0,0.0,1.0,0.0,1.0,13.0,1.0,0.0,0.0,1.0,3.0,0.0,8.0,1.0,0.0,37.0,0.0,40
ATP5J2-PTCD1,0.0,17.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,106.0,8.0,1.0,0.0,62.0,1.0,0.0,4.0,2.0,0.0,195.0,0.0,171
ATP5L,0.0,3.0,0.0,5.0,3.0,0.0,0.0,0.0,0.0,19.0,1.0,0.0,0.0,3.0,1.0,1.0,3.0,0.0,0.0,33.0,0.0,35
ATP5L2,0.0,3.0,0.0,5.0,1.0,0.0,1.0,0.0,0.0,11.0,0.0,0.0,0.0,8.0,0.0,0.0,2.0,1.0,0.0,26.0,0.0,27
ATP5O,0.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,6.0,15.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,26
ATP5S,0.0,3.0,0.0,13.0,5.0,0.0,0.0,0.0,7.0,19.0,3.0,0.0,0.0,16.0,2.0,0.0,6.0,0.0,0.0,62.0,0.0,60
ATP5SL,8.0,8.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,38.0,5.0,1.0,0.0,18.0,0.0,0.0,5.0,0.0,0.0,78.0,0.0,73
ATP6AP1,0.0,16.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,80.0,3.0,0.0,0.0,27.0,2.0,0.0,3.0,0.0,0.0,128.0,0.0,114
ATP6AP1L,0.0,3.0,0.0,23.0,0.0,2.0,0.0,0.0,1.0,32.0,5.0,0.0,0.0,24.0,1.0,0.0,0.0,2.0,0.0,89.0,0.0,79
ATP6AP2,0.0,32.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,68.0,7.0,0.0,0.0,14.0,5.0,0.0,13.0,0.0,0.0,117.0,0.0,103
ATP6V0A1,0.0,8.0,0.0,2.0,2.0,2.0,1.0,0.0,7.0,113.0,14.0,0.0,0.0,42.0,3.0,0.0,3.0,2.0,0.0,189.0,0.0,157
ATP6V0A2,0.0,5.0,0.0,1.0,6.0,0.0,2.0,0.0,4.0,109.0,17.0,0.0,0.0,50.0,5.0,0.0,10.0,2.0,0.0,187.0,0.0,158
ATP6V0A4,0.0,9.0,0.0,4.0,4.0,1.0,0.0,0.0,1.0,172.0,17.0,0.0,0.0,87.0,10.0,0.0,4.0,1.0,0.0,300.0,0.0,245
ATP6V0B,0.0,8.0,0.0,0.0,1.0,0.0,0.0,0.0,35.0,27.0,0.0,0.0,0.0,14.0,3.0,0.0,8.0,1.0,0.0,79.0,0.0,80
ATP6V0C,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,15.0,0.0,0.0,0.0,13.0,0.0,0.0,1.0,0.0,0.0,31.0,0.0,30
ATP6V0D1,0.0,6.0,0.0,9.0,1.0,0.0,1.0,0.0,0.0,48.0,3.0,0.0,0.0,34.0,2.0,0.0,3.0,0.0,0.0,101.0,0.0,85
ATP6V0D2,0.0,9.0,0.0,7.0,3.0,1.0,0.0,0.0,0.0,91.0,9.0,0.0,0.0,34.0,7.0,0.0,3.0,1.0,0.0,157.0,0.0,136
ATP6V0E1,0.0,7.0,0.0,8.0,0.0,0.0,0.0,0.0,9.0,8.0,0.0,0.0,0.0,7.0,1.0,0.0,1.0,0.0,0.0,39.0,0.0,40
ATP6V0E2,0.0,4.0,0.0,4.0,0.0,1.0,0.0,0.0,26.0,22.0,2.0,1.0,0.0,10.0,0.0,0.0,2.0,3.0,0.0,65.0,0.0,64
ATP6V1A,0.0,22.0,0.0,1.0,2.0,1.0,2.0,0.0,2.0,103.0,6.0,1.0,0.0,31.0,4.0,0.0,8.0,2.0,0.0,165.0,0.0,146
ATP6V1B1,0.0,6.0,0.0,5.0,15.0,4.0,0.0,0.0,0.0,92.0,9.0,0.0,0.0,37.0,8.0,0.0,16.0,4.0,0.0,156.0,0.0,160
ATP6V1B2,0.0,20.0,0.0,2.0,0.0,2.0,1.0,1.0,1.0,76.0,10.0,1.0,0.0,28.0,5.0,0.0,2.0,3.0,0.0,142.0,0.0,120
ATP6V1C1,0.0,9.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,62.0,3.0,0.0,0.0,15.0,7.0,0.0,4.0,0.0,0.0,102.0,0.0,90
ATP6V1C2,12.0,11.0,0.0,2.0,5.0,1.0,1.0,0.0,0.0,80.0,6.0,0.0,0.0,33.0,7.0,0.0,9.0,1.0,0.0,148.0,0.0,127
ATP6V1D,0.0,14.0,0.0,10.0,6.0,0.0,0.0,0.0,0.0,35.0,4.0,0.0,0.0,11.0,0.0,1.0,7.0,0.0,0.0,74.0,0.0,75
ATP6V1E1,0.0,9.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,35.0,0.0,0.0,0.0,8.0,5.0,0.0,1.0,0.0,0.0,63.0,0.0,56
ATP6V1E2,0.0,13.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,42.0,5.0,0.0,0.0,17.0,0.0,1.0,2.0,1.0,0.0,82.0,0.0,74
ATP6V1F,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,1.0,0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,36.0,0.0,33
ATP6V1G1,0.0,20.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,19.0,3.0,0.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,47.0,0.0,42
ATP6V1G2,0.0,15.0,6.0,11.0,1.0,0.0,0.0,0.0,0.0,18.0,3.0,1.0,0.0,6.0,0.0,0.0,2.0,0.0,0.0,59.0,0.0,56
ATP6V1G3,0.0,16.0,0.0,3.0,1.0,0.0,0.0,0.0,5.0,37.0,3.0,0.0,0.0,16.0,2.0,0.0,4.0,0.0,0.0,79.0,0.0,75
ATP6V1H,1.0,11.0,0.0,2.0,2.0,3.0,0.0,0.0,0.0,97.0,15.0,0.0,0.0,21.0,5.0,0.0,2.0,3.0,0.0,152.0,0.0,133
ATP7A,0.0,63.0,0.0,0.0,5.0,3.0,0.0,1.0,22.0,261.0,17.0,0.0,0.0,86.0,3.0,0.0,5.0,8.0,0.0,448.0,0.0,307
ATP7B,0.0,11.0,0.0,8.0,1.0,2.0,1.0,0.0,0.0,243.0,16.0,0.0,0.0,121.0,6.0,0.0,2.0,2.0,0.0,405.0,0.0,298
ATP8A1,0.0,8.0,0.0,3.0,8.0,2.0,0.0,0.0,9.0,209.0,18.0,0.0,0.0,90.0,16.0,0.0,8.0,2.0,0.0,353.0,0.0,273
ATP8A2,0.0,14.0,0.0,2.0,4.0,3.0,0.0,0.0,9.0,285.0,27.0,0.0,0.0,91.0,20.0,0.0,5.0,3.0,0.0,447.0,0.0,321
ATP8A2P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6
ATP8B1,0.0,23.0,0.0,0.0,12.0,7.0,3.0,0.0,34.0,188.0,23.0,0.0,0.0,62.0,10.0,0.0,22.0,8.0,0.0,332.0,0.0,257
ATP8B2,0.0,12.0,0.0,0.0,9.0,4.0,2.0,1.0,37.0,200.0,11.0,0.0,0.0,76.0,3.0,1.0,11.0,5.0,0.0,340.0,0.0,281
ATP8B3,0.0,13.0,0.0,8.0,9.0,0.0,1.0,0.0,13.0,181.0,18.0,0.0,0.0,93.0,4.0,0.0,11.0,0.0,0.0,329.0,0.0,271
ATP8B4,0.0,11.0,0.0,2.0,11.0,2.0,0.0,3.0,1.0,286.0,37.0,0.0,0.0,114.0,7.0,0.0,11.0,5.0,0.0,458.0,0.0,353
ATP8B5P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93.0,0.0,1.0,0.0,9.0,2.0,0.0,83.0,0.0,73
ATP9A,0.0,17.0,0.0,0.0,15.0,2.0,0.0,0.0,1.0,225.0,21.0,0.0,0.0,122.0,6.0,0.0,15.0,2.0,0.0,392.0,0.0,308
ATP9B,0.0,3.0,0.0,0.0,7.0,5.0,0.0,0.0,2.0,173.0,22.0,0.0,0.0,90.0,10.0,0.0,7.0,5.0,0.0,300.0,0.0,227
ATPAF1,0.0,43.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,37.0,4.0,0.0,0.0,15.0,1.0,0.0,22.0,0.0,0.0,80.0,0.0,93
ATPAF2,4.0,5.0,0.0,3.0,0.0,0.0,2.0,0.0,1.0,26.0,0.0,1.0,0.0,20.0,0.0,0.0,3.0,0.0,0.0,59.0,0.0,58
ATPIF1,0.0,8.0,0.0,4.0,2.0,0.0,1.0,0.0,10.0,11.0,1.0,1.0,0.0,2.0,0.0,0.0,5.0,0.0,0.0,35.0,0.0,33
ATR,0.0,8.0,0.0,3.0,25.0,10.0,1.0,0.0,2.0,401.0,44.0,0.0,0.0,112.0,20.0,0.0,26.0,10.0,0.0,590.0,0.0,437
ATRAID,0.0,8.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,25.0,0.0,0.0,0.0,12.0,0.0,0.0,4.0,0.0,0.0,44.0,0.0,47
ATRIP,0.0,4.0,0.0,3.0,14.0,0.0,0.0,1.0,0.0,90.0,5.0,0.0,0.0,29.0,1.0,0.0,14.0,1.0,0.0,132.0,0.0,121
ATRN,0.0,41.0,0.0,0.0,4.0,2.0,0.0,1.0,3.0,160.0,20.0,0.0,0.0,50.0,10.0,0.0,7.0,4.0,0.0,280.0,0.0,217
ATRNL1,0.0,50.0,0.0,1.0,20.0,2.0,1.0,0.0,6.0,313.0,44.0,0.0,0.0,120.0,12.0,0.0,26.0,3.0,0.0,540.0,0.0,423
ATRX,0.0,111.0,0.0,9.0,145.0,40.0,4.0,0.0,1.0,555.0,139.0,0.0,0.0,132.0,29.0,0.0,166.0,46.0,0.0,953.0,0.0,746
ATXN1,0.0,132.0,0.0,10.0,20.0,2.0,0.0,0.0,5.0,160.0,6.0,0.0,0.0,78.0,0.0,0.0,47.0,8.0,0.0,358.0,0.0,276
ATXN10,0.0,27.0,0.0,4.0,3.0,0.0,0.0,0.0,3.0,60.0,4.0,1.0,0.0,25.0,5.0,0.0,4.0,0.0,0.0,128.0,0.0,106
ATXN1L,0.0,122.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,42.0,6.0,0.0,0.0,10.0,0.0,0.0,13.0,5.0,0.0,166.0,0.0,121
ATXN2,0.0,14.0,0.0,0.0,11.0,2.0,0.0,0.0,4.0,176.0,18.0,0.0,0.0,83.0,5.0,0.0,14.0,3.0,0.0,296.0,0.0,247
ATXN2L,0.0,23.0,0.0,3.0,33.0,3.0,2.0,0.0,33.0,167.0,15.0,0.0,0.0,90.0,3.0,0.0,40.0,6.0,2.0,324.0,0.0,290
ATXN3,0.0,16.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,44.0,12.0,0.0,0.0,11.0,3.0,1.0,3.0,1.0,0.0,87.0,0.0,79
ATXN3L,0.0,7.0,0.0,21.0,4.0,1.0,0.0,0.0,0.0,79.0,8.0,0.0,0.0,39.0,0.0,0.0,5.0,1.0,0.0,153.0,0.0,129
ATXN7,0.0,17.0,0.0,0.0,12.0,2.0,2.0,0.0,5.0,113.0,9.0,0.0,0.0,57.0,2.0,0.0,14.0,2.0,0.0,203.0,0.0,174
ATXN7L1,0.0,7.0,0.0,3.0,9.0,2.0,1.0,0.0,37.0,55.0,2.0,0.0,0.0,31.0,2.0,0.0,14.0,3.0,0.0,132.0,0.0,116
ATXN7L2,0.0,10.0,0.0,1.0,7.0,1.0,0.0,0.0,0.0,101.0,2.0,0.0,0.0,41.0,3.0,0.0,8.0,1.0,0.0,157.0,0.0,137
ATXN7L3,1.0,33.0,7.0,0.0,2.0,2.0,0.0,0.0,1.0,57.0,7.0,0.0,0.0,29.0,0.0,0.0,7.0,3.0,0.0,129.0,0.0,116
ATXN7L3B,0.0,93.0,0.0,6.0,1.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,0.0,0.0,9.0,1.0,0.0,97.0,0.0,78
ATXN8OS,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,6
AUH,0.0,14.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0,44.0,4.0,0.0,0.0,16.0,3.0,0.0,3.0,0.0,0.0,81.0,0.0,77
AUNIP,1.0,4.0,0.0,0.0,3.0,0.0,1.0,0.0,0.0,26.0,0.0,0.0,0.0,7.0,0.0,0.0,4.0,0.0,0.0,38.0,0.0,41
AUP1,0.0,15.0,0.0,0.0,6.0,1.0,0.0,0.0,1.0,50.0,2.0,0.0,0.0,21.0,2.0,0.0,7.0,2.0,0.0,89.0,0.0,89
AURKA,0.0,11.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,46.0,3.0,0.0,0.0,23.0,0.0,1.0,0.0,2.0,0.0,83.0,0.0,72
AURKAIP1,1.0,6.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,22.0,2.0,0.0,0.0,12.0,1.0,0.0,0.0,1.0,0.0,46.0,0.0,46
AURKB,0.0,5.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,54.0,0.0,0.0,0.0,21.0,0.0,0.0,0.0,1.0,0.0,81.0,0.0,74
AURKC,0.0,10.0,2.0,8.0,4.0,0.0,0.0,0.0,1.0,78.0,10.0,1.0,0.0,37.0,4.0,0.0,7.0,0.0,0.0,148.0,0.0,130
AUTS2,0.0,42.0,0.0,3.0,9.0,1.0,0.0,0.0,8.0,247.0,18.0,0.0,0.0,133.0,2.0,0.0,15.0,1.0,0.0,447.0,0.0,361
AVEN,0.0,18.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,47.0,5.0,0.0,0.0,18.0,6.0,0.0,11.0,1.0,0.0,86.0,0.0,83
AVIL,7.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,5.0,107.0,3.0,0.0,0.0,44.0,5.0,0.0,6.0,0.0,0.0,168.0,0.0,145
AVL9,0.0,11.0,0.0,1.0,4.0,2.0,0.0,0.0,3.0,68.0,5.0,1.0,0.0,17.0,2.0,0.0,5.0,3.0,0.0,106.0,0.0,103
AVP,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,14.0,0.0,0.0,0.0,7.0,0.0,0.0,2.0,0.0,0.0,22.0,0.0,23
AVPI1,0.0,9.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,23.0,1.0,0.0,0.0,9.0,0.0,0.0,1.0,1.0,0.0,42.0,0.0,42
AVPR1A,0.0,6.0,0.0,1.0,13.0,0.0,2.0,0.0,0.0,127.0,6.0,0.0,0.0,46.0,0.0,0.0,15.0,0.0,0.0,186.0,0.0,168
AVPR1B,0.0,5.0,0.0,12.0,4.0,1.0,1.0,0.0,0.0,103.0,6.0,0.0,0.0,41.0,0.0,1.0,5.0,1.0,0.0,167.0,1.0,143
AVPR2,0.0,4.0,0.0,12.0,3.0,0.0,0.0,0.0,15.0,76.0,1.0,0.0,0.0,32.0,0.0,0.0,4.0,0.0,0.0,139.0,0.0,127
AWAT1,0.0,8.0,1.0,7.0,2.0,0.0,0.0,0.0,0.0,63.0,2.0,0.0,0.0,37.0,0.0,0.0,3.0,0.0,0.0,117.0,0.0,106
AWAT2,0.0,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,69.0,7.0,0.0,0.0,34.0,1.0,0.0,2.0,0.0,0.0,122.0,0.0,110
AXDND1,0.0,18.0,0.0,8.0,4.0,2.0,3.0,0.0,16.0,250.0,36.0,0.0,0.0,68.0,9.0,0.0,7.0,3.0,0.0,404.0,0.0,298
AXIN1,0.0,23.0,0.0,5.0,23.0,4.0,1.0,0.0,1.0,136.0,20.0,0.0,0.0,57.0,9.0,0.0,26.0,4.0,0.0,249.0,0.0,240
AXIN2,0.0,20.0,0.0,4.0,32.0,10.0,1.0,1.0,18.0,122.0,13.0,0.0,0.0,59.0,2.0,0.0,36.0,11.0,0.0,235.0,0.0,227
AXL,0.0,25.0,0.0,3.0,6.0,6.0,0.0,0.0,1.0,211.0,5.0,0.0,0.0,76.0,5.0,0.0,7.0,6.0,0.0,325.0,0.0,248
AZGP1,0.0,13.0,8.0,1.0,3.0,0.0,0.0,0.0,0.0,68.0,3.0,0.0,0.0,25.0,1.0,0.0,4.0,0.0,0.0,118.0,0.0,110
AZGP1P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,27
AZI1,1.0,10.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,142.0,14.0,0.0,0.0,61.0,4.0,0.0,1.0,1.0,0.0,232.0,0.0,189
AZI2,0.0,0.0,0.0,1.0,3.0,1.0,1.0,0.0,6.0,45.0,10.0,0.0,0.0,26.0,1.0,0.0,4.0,1.0,0.0,89.0,0.0,79
AZIN1,0.0,34.0,0.0,8.0,3.0,1.0,0.0,0.0,0.0,44.0,8.0,0.0,0.0,12.0,3.0,0.0,4.0,1.0,0.0,108.0,0.0,85
AZU1,0.0,8.0,0.0,0.0,1.0,0.0,0.0,1.0,1.0,46.0,4.0,0.0,0.0,21.0,1.0,0.0,1.0,2.0,0.0,80.0,0.0,76
B2M,0.0,2.0,0.0,20.0,61.0,7.0,1.0,0.0,23.0,38.0,21.0,1.0,0.0,8.0,13.0,20.0,69.0,7.0,0.0,139.0,0.0,164
B3GALNT1,0.0,5.0,0.0,9.0,6.0,0.0,0.0,0.0,0.0,59.0,1.0,0.0,0.0,26.0,0.0,0.0,9.0,0.0,0.0,97.0,0.0,96
B3GALNT2,0.0,16.0,0.0,0.0,0.0,0.0,3.0,0.0,13.0,55.0,5.0,0.0,0.0,28.0,1.0,0.0,6.0,1.0,0.0,114.0,0.0,101
B3GALT1,0.0,44.0,5.0,15.0,2.0,0.0,0.0,0.0,0.0,84.0,9.0,0.0,0.0,27.0,0.0,0.0,8.0,2.0,0.0,176.0,0.0,159
B3GALT2,0.0,25.0,0.0,17.0,2.0,1.0,2.0,0.0,0.0,76.0,5.0,0.0,0.0,19.0,0.0,0.0,8.0,4.0,0.0,135.0,0.0,108
B3GALT4,0.0,17.0,0.0,10.0,4.0,2.0,2.0,0.0,0.0,56.0,3.0,0.0,0.0,27.0,0.0,0.0,7.0,2.0,0.0,112.0,0.0,104
B3GALT5,0.0,47.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,53.0,5.0,0.0,0.0,34.0,1.0,0.0,1.0,0.0,0.0,140.0,0.0,110
B3GALT6,0.0,42.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,14.0,1.0,0.0,0.0,3.0,0.0,0.0,4.0,2.0,0.0,55.0,0.0,54
B3GALTL,0.0,7.0,0.0,0.0,8.0,1.0,0.0,0.0,0.0,78.0,11.0,0.0,0.0,39.0,3.0,0.0,8.0,1.0,0.0,138.0,0.0,124
B3GAT1,21.0,1.0,0.0,7.0,1.0,3.0,0.0,0.0,10.0,96.0,2.0,0.0,0.0,58.0,0.0,0.0,5.0,3.0,0.0,191.0,0.0,166
B3GAT2,0.0,15.0,0.0,3.0,0.0,0.0,1.0,0.0,2.0,58.0,4.0,0.0,0.0,25.0,0.0,0.0,1.0,0.0,0.0,107.0,0.0,97
