Hugo_Symbol,all_mean,all_var,up_mean,up_var,down_mean,down_var
AAMP,0.0030725274725274723,0.005923184213466094,0.025649193548387097,0.003731993901783372,-0.0451948275862069,0.0072760138324258926
AANAT,0.043468224299065425,0.015577104452477515,0.07012948717948718,0.017516715093240095,-0.028241379310344827,0.003493431083743844
AAR2,0.05844,0.02540378822222224,0.10107160493827161,0.02737181595889886,-0.036167123287671236,0.008191798626331813
AARD,0.1090142857142857,0.06232488067876875,0.15212116788321167,0.0734892144750966,-0.022222222222222223,0.005833191767676766
AARS,-0.02206926829268293,0.026326448344206575,0.0390795,0.00996706606005025,-0.08030619047619048,0.035043127473456386
AARS2,0.03031281070745698,0.022084062804920042,0.06446011235955057,0.023510353108719732,-0.042480239520958085,0.011335491113195298
AARSD1,-0.018263448275862067,0.013580424835249037,0.028311494252873562,0.0037955833547179897,-0.08812586206896551,0.020304465108892927
AASDH,-0.00440968992248062,0.020115341847670658,0.04268213058419244,0.020989024093376003,-0.06531511111111112,0.012467054145634912
AASDHPPT,-0.0020368663594470047,0.01871559881976447,0.04212421875,0.013293219802534447,-0.06554943820224719,0.019837412300817158
AASS,0.044631715210355985,0.0252715793490792,0.08218932714617169,0.028219302723034564,-0.041931550802139034,0.007790745074463803
AATF,0.02317433962264151,0.01326914812692968,0.05600609756097561,0.0150107249932665,-0.030136633663366337,0.005924792944554455
AATK,0.04743880952380952,0.03117915331122854,0.09244962962962963,0.037999322137408795,-0.03358066666666666,0.008796048952572704
AATK-AS1,-0.006668181818181818,0.0010465413203463209,0.0038944444444444443,2.397467320261438e-05,-0.054200000000000005,0.0035081533333333336
ABAT,0.0018840624999999999,0.01629575256651645,0.05516235294117647,0.010154793485555163,-0.058497999999999994,0.01646126167382549
ABCA1,-0.00870717264386989,0.01376186372146515,0.03315114709851552,0.006721988583141856,-0.07642991266375546,0.0177539689719836
ABCA10,0.03554259656652361,0.024857995895721068,0.07151634615384615,0.029746362878441773,-0.037339285714285714,0.007059479721963701
ABCA12,0.0010905304908279624,0.011127395718815653,0.033047566371681415,0.004778900134294483,-0.06446732223903177,0.017775356354788437
ABCA13,0.05149782342121398,0.02639027710964319,0.08543374679213003,0.029503602211115976,-0.03437034632034632,0.008237547462068446
ABCA17P,0.018879310344827583,0.021726017939053724,0.07394222222222221,0.028894234313131307,-0.04011666666666666,0.007670062886178862
ABCA2,-0.004886880466472304,0.01516108839774931,0.03990570962479608,0.009339355179765217,-0.07089134615384615,0.016452201708063028
ABCA3,0.006738979788257941,0.01434457740974814,0.056406936416184966,0.015714453465306755,-0.042833461538461536,0.008075911903216243
ABCA4,0.0037265768958185687,0.015265534945649941,0.04292823018458198,0.011337223854364356,-0.0699565306122449,0.014352730765034858
ABCA5,0.03242667464114833,0.02075417386246166,0.06650386740331492,0.02590501210678682,-0.030726621160409556,0.0051029926450511945
ABCA6,0.0329095547309833,0.016240670298594502,0.06724352112676056,0.018496255550348624,-0.033332608695652174,0.005246868470560365
ABCA7,-0.0152545,0.019096832211961953,0.038521926229508195,0.007887824795460666,-0.06651015625,0.024422737156922694
ABCA8,0.044941261722080135,0.02823543556564225,0.08276787499999999,0.03371809187032224,-0.03618820375335121,0.00685863066692612
ABCA9,0.03613715415019763,0.021155123247283792,0.07332650957290132,0.024358809650188322,-0.039693393393393395,0.00608020001646224
ABCB1,0.06572931978107897,0.038637472574732566,0.09647698658410732,0.04542600547190162,-0.030381935483870966,0.005264142002714271
ABCB10,0.060805,0.02744455186283188,0.0995238683127572,0.03192625827092471,-0.03619175257731959,0.003131698472938144
ABCB11,0.018368396770472896,0.010284441910013304,0.04422094488188977,0.008681063456519046,-0.05239181034482759,0.00786364465125392
ABCB4,0.059705050505050504,0.03479200780055361,0.08857705570291777,0.040122347533949075,-0.0325385593220339,0.006640606889830509
ABCB5,0.0706617754952311,0.03548909976395254,0.10441394460362942,0.037443575350295244,-0.04116898734177215,0.012779328749447455
ABCB6,0.005681413612565444,0.016334679837366535,0.04205755102040817,0.01464036409233858,-0.05937080291970803,0.012847934582438818
ABCB7,0.008557362637362637,0.006595581173645741,0.01691070496083551,0.006142244989815864,-0.03587777777777778,0.006748851893583725
ABCB8,0.05085426195426195,0.018951358903672895,0.08222979942693409,0.02126909204047689,-0.03210075757575758,0.0033823014498033776
ABCB9,0.013131518624641833,0.015272496819813583,0.04936146788990826,0.016520142471568095,-0.04715954198473282,0.007443250735173225
ABCC1,0.012922173435784851,0.01795277322208419,0.05843487394957984,0.024065264844405132,-0.03688022988505747,0.006546341221145187
ABCC10,0.04235090206185567,0.03556647295402397,0.08168926654740608,0.03880039486666539,-0.05898617511520737,0.013055197863543274
ABCC11,-0.014915490196078431,0.02327550694333163,0.0478147859922179,0.012012014712722136,-0.07863754940711462,0.026689761597151012
ABCC12,-0.005538948393378773,0.018816786473746853,0.047403762376237626,0.017059630164387864,-0.056757471264367816,0.015207499800119132
ABCC13,-0.01053225806451613,0.003576088450555262,0.012854838709677418,0.000678603892473118,-0.033919354838709684,0.005462399612903226
ABCC2,-0.017823465703971118,0.01700601946074551,0.026983572895277207,0.006572760141117613,-0.08125668604651164,0.024952539430385105
ABCC3,0.03685234899328859,0.023619399025831034,0.07248482293423271,0.02895448835034866,-0.03334717607973422,0.005716100166998896
ABCC4,0.011994285714285716,0.029675480797057036,0.07441313672922252,0.03530988539147856,-0.05920519877675841,0.013794327304178166
ABCC5,0.06339171038824765,0.04175035422742866,0.09864934687953557,0.05087171799739256,-0.02862537878787879,0.006291910646243806
ABCC6,0.004612154031287606,0.013860637791860584,0.05397086419753087,0.014760548010389932,-0.04231338028169014,0.008508986338193861
ABCC6P1,-0.0016020833333333345,0.008166533072552443,0.03697534246575342,0.00690769382800609,-0.04126619718309859,0.006430288555331994
ABCC8,-0.004655355612682091,0.011876777156112715,0.033177685950413226,0.0060516820393274415,-0.06693832199546486,0.015252244323541527
ABCC9,0.0316021613832853,0.04612959401118663,0.07605866099893731,0.04092199366160939,-0.06198523489932886,0.044260547987780986
ABCD1,0.014043846153846153,0.008018296915760326,0.02547857142857143,0.010097792944188432,-0.015062727272727273,0.0015782684145120918
ABCD2,0.019854875717017207,0.0128302131323121,0.047155172413793106,0.010599243171313279,-0.05063972602739726,0.01176227592820029
ABCD3,0.008037797619047618,0.017203650477523088,0.04175814977973568,0.013938195718685433,-0.06218715596330276,0.01682906724091063
ABCD4,-0.018115733333333335,0.01717927731864528,0.03012826086956522,0.005289672691285364,-0.0946406896551724,0.026592108263409978
ABCE1,-0.007265507246376812,0.017524979300977416,0.03330382513661202,0.019988444875397818,-0.05309382716049383,0.010864990769112794
ABCF1,0.028699300699300698,0.020247697686425717,0.06292642140468228,0.02090833221902988,-0.05002307692307693,0.009917958998211091
ABCF2,0.06075966666666667,0.03077582080925308,0.09744343891402715,0.032841959559029195,-0.0418620253164557,0.01086377033430704
ABCF3,0.07780567375886524,0.04809472788242411,0.11145137614678899,0.05570253453030902,-0.0368,0.005324903368421054
ABCG1,-0.01298730853391685,0.018390511110503282,0.03570703125,0.007929409832720584,-0.07500597014925373,0.024919764264179113
ABCG2,-0.01866281512605042,0.010915987856479445,0.02108639705882353,0.004117638522764271,-0.07166176470588236,0.015105620402781805
ABCG4,-0.012495878524945771,0.022161351787324358,0.040282014388489204,0.009719140180765138,-0.09267213114754098,0.030501554768510183
ABCG5,0.02411924882629108,0.008800077887434412,0.0451523178807947,0.009977112403247458,-0.027106451612903225,0.00225963833202203
ABCG8,0.02841589648798521,0.012282205709796674,0.054779629629629636,0.011665101201984475,-0.032722085889570554,0.008411421978338255
ABHD1,0.024177595628415302,0.010152646802978438,0.04540142857142857,0.008664901868448099,-0.04492325581395349,0.00892798373200443
ABHD10,0.032595061728395054,0.020407659975461994,0.06281965811965812,0.02203552452402003,-0.04598888888888889,0.007834890101010102
ABHD11,0.06062618025751073,0.025855249268536315,0.09086867469879517,0.03288156507338445,-0.014302985074626866,0.0006813809000452282
ABHD12,0.050562447257383965,0.029934636338053353,0.08925147928994082,0.0315177006079177,-0.04559117647058824,0.01325282081650571
ABHD12B,-0.01577191780821918,0.014702628240434572,0.028662962962962963,0.004248794111111109,-0.07114461538461538,0.022386681259615383
ABHD13,0.009786036036036035,0.020786328382445648,0.06503376068376068,0.02228671803987381,-0.051775714285714286,0.01198769888106631
ABHD14A,-0.023398863636363634,0.012613970688349014,0.020332075471698116,0.0023901083744557326,-0.08961999999999999,0.021126162235294118
ABHD14A-ACY1,-0.040100000000000004,0.008819275555555554,0.0089,0.0001796866666666667,-0.07276666666666667,0.01256555066666667
ABHD14B,-0.022172115384615384,0.016025089603248697,0.025596052631578946,0.00637551371754386,-0.15182857142857142,0.019566731746031744
ABHD15,0.018866060606060605,0.01684918823133777,0.05788135593220339,0.011378179307547441,-0.07908723404255319,0.01742267896392229
ABHD16A,0.036092905405405405,0.025512230220682552,0.08384336734693877,0.027481898160910512,-0.057497999999999994,0.008528395147474749
ABHD17A,-0.0330625730994152,0.02242175600275197,0.015346913580246915,0.0013352407716049387,-0.07663111111111111,0.03757548239200998
ABHD17B,0.002039366515837105,0.02635424648868779,0.04701458333333333,0.019073882373251746,-0.08207012987012986,0.0293994839644566
ABHD17C,0.01732894736842105,0.022157533284210523,0.05356590909090909,0.032094736252642704,-0.032496875,0.004661953860887098
ABHD2,0.00786178107606679,0.01645164169645012,0.0468405487804878,0.015866466332419636,-0.05273080568720379,0.011379168617919209
ABHD3,0.01347246963562753,0.019301590214607832,0.06653732394366196,0.019937648171511356,-0.05829142857142857,0.009580500214285715
ABHD4,-0.014012105263157893,0.01269347323893066,0.025360169491525423,0.006112468570911199,-0.07853888888888888,0.0169183102973396
ABHD5,-0.012441830065359476,0.014373070738734079,0.03858850574712644,0.007127744517508685,-0.07970909090909091,0.01610033960839161
ABHD6,-0.02598776595744681,0.015331325250597347,0.01688064516129032,0.0013953474272226595,-0.1090453125,0.03215789870783729
ABHD8,0.01073595041322314,0.013565411274819111,0.0515007299270073,0.016341981984757406,-0.04245238095238095,0.005019688479853483
ABI1,-0.009406513409961684,0.022680963611258473,0.04059308176100629,0.009711560394873022,-0.0873470588235294,0.033123842714036116
ABI2,0.0054769679300291545,0.010152541777914179,0.03039646017699115,0.005610155809636184,-0.04265811965811966,0.015503922972295903
ABI3,0.019115111111111114,0.013997177092063495,0.052213013698630135,0.015148948588096367,-0.04205316455696203,0.006195490470626419
ABI3BP,0.03211732558139535,0.0200110340300918,0.05982118780096308,0.020947727942638297,-0.04070759493670886,0.010275060620038617
ABL1,-0.0018779714738510298,0.017490922037783303,0.04374325699745547,0.010724341491405722,-0.07721050420168067,0.019606505332234157
ABL2,0.0581362095531587,0.030503928486227596,0.09179856850715747,0.032570804239749895,-0.044744375,0.010216190785770438
ABLIM1,-0.028282261208577,0.02184508134487696,0.029149655172413795,0.007722661124448155,-0.1029695067264574,0.03041600969660243
ABLIM2,-0.013401160541586073,0.012068291200200918,0.02499512195121951,0.0050706831229745866,-0.06131304347826087,0.01670711764571863
ABLIM3,-0.007684751773049645,0.016832607475781965,0.03711914285714286,0.009991048658288988,-0.08096214953271029,0.019428199077047965
ABO,-0.012599999999999998,0.015301344,0.0414,0.009724434285714288,-0.063225,0.015876799333333334
ABR,-0.027730215827338128,0.02505576270357627,0.035094594594594596,0.00619978791558682,-0.09925384615384615,0.03719562502403847
ABRA,0.08500441988950276,0.04722915239038275,0.13077849056603774,0.05207651646740994,-0.04004845360824742,0.012805946273625432
ABRACL,0.025270588235294118,0.009376791229946524,0.058833333333333335,0.010257947333333335,-0.028946153846153847,0.003533886025641024
ABT1,0.04005497382198953,0.02012685701460458,0.06925428571428571,0.02312048034121275,-0.040100000000000004,0.0032665256000000004
ABTB1,0.0488396875,0.021043171429369123,0.07742489270386266,0.024795276101820318,-0.027716091954022987,0.0030231578775728406
ABTB2,0.004738786279683378,0.031538688676829865,0.05163034188034188,0.0335367438393676,-0.0709344827586207,0.019185453247126436
AC002310.13,0.06537000000000001,0.03242339566666667,0.0837375,0.039759422678571424,-0.0081,0.0
AC002456.2,0.11018333333333334,0.05286816151515151,0.15113333333333334,0.06511110499999999,-0.012666666666666666,0.00014622333333333333
AC002472.1,0.016380590717299578,0.017683698011513968,0.061130708661417316,0.021996694366954124,-0.03528545454545454,0.007833125107589663
AC002472.13,-0.005494318181818183,0.016449114565047024,0.041715789473684206,0.010598609473684212,-0.041374,0.018160462371428574
AC002511.1,0.008816666666666667,0.003294512154471545,0.038283333333333336,0.006127709705882353,-0.013283333333333334,0.00015447710144927534
AC002519.8,-0.027950000000000003,0.0018060050000000003,0.0021,0.019522198823616874,-0.058,0.014783055828043257
AC003002.6,-0.009702173913043479,0.018948622632584802,0.043418367346938776,0.01013373986394558,-0.07023488372093023,0.022430389468438536
AC003006.7,0.007298666666666667,0.013031007700900895,0.049929268292682925,0.01569486412195122,-0.04410882352941176,0.005216214768270945
AC003101.1,-0.06217142857142858,0.015090532967032964,0.0037600000000000003,7.333e-06,-0.0988,0.020292245
AC003958.2,0.017271666666666668,0.015373460030812316,0.05123333333333333,0.011372745499999998,-0.05326410256410257,0.016635806045883945
AC004076.7,0.10769999999999999,0.00879138,0.10769999999999999,0.00879138,-0.057500246539561546,0.014783055828043257
AC004076.9,-0.006408333333333332,0.003125708623188406,0.024315384615384614,0.0016271764102564104,-0.042718181818181815,0.0025591416363636363
AC004158.2,-0.050550000000000005,0.017472465000000003,0.0023666666666666667,9.886666666666665e-06,-0.07700833333333333,0.024707355378787876
AC004381.6,0.0033087671232876724,0.013724569867981342,0.04856774193548387,0.01213944662946818,-0.04372011173184358,0.011084556334818904
AC004410.3,-0.0070999999999999995,0.002536365,0.019663636363636362,0.0007876905454545455,-0.028128571428571426,0.002994294505494506
AC004466.1,0.0014857142857142857,0.0017194428571428572,0.017312499999999998,0.001954395535714286,-0.019616666666666668,0.0007992456666666666
AC004702.2,-0.022652066115702477,0.03438744334986224,0.04805322580645162,0.02638945957958752,-0.09695254237288135,0.03243224667445938
AC004837.4,0.0007,3.2000000000000006e-07,0.0007,3.2000000000000006e-07,-0.057500246539561546,0.014783055828043257
AC004840.9,0.03948181818181818,0.035163147636363634,0.1083,0.03154306666666667,-0.08095,0.02373539666666667
AC005003.1,-0.0660090909090909,0.046130314909090905,0.014624999999999999,0.0005820424999999999,-0.11208571428571427,0.06978136809523809
AC005013.5,0.06068202614379085,0.023583403708668172,0.09297227272727274,0.02724222310896639,-0.02192093023255814,0.004831843556771546
AC005176.2,0.0081,0.0009580199999999999,0.0181,0.0008370299999999999,-0.0219,0.014783055828043257
AC005307.3,0.015063829787234044,0.02179286888066605,0.08905454545454546,0.02613865021645022,-0.050047999999999995,0.009463740933333334
AC005358.1,-0.10275000000000001,0.07373144700000002,0.04315,0.003553245,-0.17570000000000002,0.10041452000000001
AC005488.1,0.10366666666666667,0.02522336266666666,0.10366666666666667,0.02522336266666666,-0.057500246539561546,0.014783055828043257
AC005544.1,0.0001250000000000001,0.0005227802173913043,0.009578571428571428,0.000556531043956044,-0.01311,0.00019846766666666666
AC005549.3,-0.007050000000000001,0.000178605,0.0024,0.019522198823616874,-0.0165,0.014783055828043257
AC005609.1,-0.01826946386946387,0.011064534976581048,0.02360151515151515,0.003631800149786841,-0.08526303030303031,0.01571387527124908
AC005631.1,0.06074444444444445,0.01634417888888889,0.09354516129032259,0.020256334559139784,-0.011885714285714286,0.0003268751648351649
AC005863.1,-0.018880898876404494,0.009879039062819206,0.020212280701754383,0.002302779310776943,-0.088515625,0.016068392973790327
AC006116.24,0.009109210526315789,0.00651789844736842,0.04372258064516129,0.013447631139784947,-0.014735555555555556,0.0005156141616161616
AC006262.6,-0.0027416666666666666,8.933356060606062e-05,0.0026625,4.636964285714286e-06,-0.01355,8.309666666666666e-05
AC006378.2,0.0793,0.05640509428571427,0.1343,0.08861165999999998,-0.012366666666666666,2.784333333333333e-05
AC006435.1,-0.010229113924050631,0.01538126080817916,0.03269375,0.007511749109042553,-0.07669032258064516,0.020710746903225805
AC006455.1,0.07269999999999999,0.058182048985507245,0.13085,0.09479518358974359,-0.004833333333333333,6.723402298850575e-05
AC006486.9,-0.008645544554455445,0.005922797304950496,0.030808108108108107,0.006426115210210212,-0.0314546875,0.0042864964856150775
AC006538.4,-0.0385875,0.007512998392857141,0.0045,1.205e-05,-0.1104,0.013894509999999999
AC006946.15,-0.007908333333333335,0.00033916992424242424,0.00488,8.737000000000001e-06,-0.017042857142857144,0.0003823561904761905
AC007163.3,-0.027075,0.003495175833333334,0.00375,3.1250000000000006e-06,-0.0579,0.00668168
AC007163.6,0.0093625,0.00010538267857142857,0.0093625,0.00010538267857142857,-0.057500246539561546,0.014783055828043257
AC007277.3,0.0032214285714285717,0.00018413258241758242,0.007536363636363636,7.951054545454545e-05,-0.012600000000000002,0.00032143000000000004
AC007383.4,0.006822388059701492,0.008812416612392583,0.036747916666666665,0.005809845953014183,-0.06877894736842105,0.008720848421052634
AC007405.4,0.1417,0.07664681999999999,0.18976666666666664,0.10110780333333332,-0.0025,0.014783055828043257
AC007557.1,0.0024400000000000003,0.00016575599999999998,0.011399999999999999,9.369499999999998e-05,-0.00652,7.855199999999999e-05
AC007879.6,-0.01795,0.0008528450000000002,0.0027,0.019522198823616874,-0.0386,0.014783055828043257
AC007956.1,0.020728,0.006245025433333331,0.048493333333333326,0.008061763523809521,-0.02092,0.0009007395555555556
AC008060.7,0.023611111111111114,0.01381055986928105,0.048921428571428574,0.01198413565934066,-0.06497499999999999,0.012875729166666664
AC008132.13,-0.02187538461538462,0.021527890009615386,0.02404838709677419,0.009019041913978494,-0.06374705882352942,0.0297643898395722
AC008268.2,0.025014102564102563,0.008142932395937398,0.0448421052631579,0.00875102105263158,-0.028804761904761906,0.0026856604761904767
AC008271.1,0.00538,0.00021886273684210527,0.010693333333333332,0.0001284178095238095,-0.01056,0.000166663
AC008394.1,0.0011937500000000001,0.00018569395833333336,0.00785,0.0002531171428571429,-0.0054625,4.352839285714286e-05
AC009014.3,-0.08645,0.028178590000000003,0.0002,0.019522198823616874,-0.11533333333333333,0.03726240333333333
AC009065.1,-0.0029125,1.9641249999999998e-05,0.0042,0.019522198823616874,-0.003928571428571429,1.3279047619047619e-05
AC009120.4,0.10235,0.021778002999999997,0.155625,0.02494376916666666,-0.0042,0.0
AC009120.6,0.0323125,0.01861460125,0.12286666666666667,0.04448236333333334,-0.02202,0.0004943019999999998
AC009365.3,0.003181666666666667,0.004728601522598871,0.018362162162162163,0.004964823528528529,-0.021239130434782608,0.0035459388537549402
AC009403.2,-0.0031000000000000003,0.0005795679999999999,0.008199999999999999,8.072666666666667e-05,-0.0257,0.00112338
AC009499.1,0.03681930379746835,0.013548302896021706,0.06255133928571428,0.01601848358564222,-0.025832608695652178,0.002045611232680364
AC009892.10,0.0003490566037735855,0.007036969380053907,0.04328518518518519,0.0053930390216631735,-0.04423846153846153,0.004904366334841628
AC010091.1,0.015153658536585367,0.00951323654878049,0.033575,0.011545588611111112,-0.024523076923076922,0.0032359769230769233
AC010203.1,0.005884827586206896,0.00794540962931035,0.03367171717171717,0.0055133004164089885,-0.05391739130434783,0.0080641441352657
AC010327.2,0.020513636363636366,0.005791144090909091,0.04346875,0.004427203625000001,-0.0407,0.004858464000000001
AC010336.1,-0.09015833333333334,0.03384460992424242,0.02397142857142857,0.001800112380952381,-0.24994,0.035664978
AC010441.1,0.01336,0.007072385306122449,0.03575,0.010123855000000003,-0.020225,0.0008082461842105263
AC010646.3,0.0008500000000000001,4.2109999999999995e-05,0.004,3.63e-06,-0.0086,0.014783055828043257
AC010731.4,0.016572180451127818,0.01609312475051265,0.04436315789473684,0.014237975968645015,-0.05290526315789474,0.014300545917496443
AC011294.3,-0.004284615384615382,0.009204045353846151,0.02273529411764706,0.002251339926470588,-0.055322222222222224,0.01977810944444444
AC011308.1,-9.999999999999999e-05,3.1719999999999994e-05,0.0024,1.008e-05,-0.0076,0.014783055828043257
AC011467.1,0.006588449848024317,0.0107744732198458,0.05287530120481928,0.009330166234757204,-0.040550306748466255,0.007880883749905327
AC011484.1,0.00175,3.5935e-05,0.005275,1.0189166666666667e-05,-0.0053,0.0
AC011530.4,-0.0064958333333333335,0.0023797404166666664,0.030712499999999997,0.0036946012499999995,-0.0251,0.00081722
AC011718.2,-0.003923636363636363,0.0012079577643097643,0.009214285714285715,0.00031947534391534396,-0.01754814814814815,0.0017984233618233614
AC011897.1,0.028378124999999997,0.009142029506048387,0.051905,0.01318706997368421,-0.010833333333333334,0.0003025315151515151
AC011997.1,0.018144444444444446,0.005275821437908498,0.03895,0.006440789999999999,-0.023466666666666667,0.0006513826666666667
AC011998.4,0.07075000000000001,0.008128125,0.07075000000000001,0.008128125,-0.057500246539561546,0.014783055828043257
AC012123.1,0.030449999999999998,0.0017701249999999998,0.030449999999999998,0.0017701249999999998,-0.057500246539561546,0.014783055828043257
AC012215.1,0.043275,0.006929365000000001,0.05845,0.008593915,-0.0022500000000000003,9.245000000000002e-06
AC012309.5,-0.00155,1.0125e-05,0.0007,0.019522198823616874,-0.0038,0.014783055828043257
AC012317.1,0.04420943396226416,0.04062970010159653,0.09530740740740741,0.07564507532763534,-0.008853846153846155,9.06745846153846e-05
AC012487.2,0.03388,0.009443188444444441,0.0463125,0.011200795535714283,-0.01585,0.000400445
AC013271.3,0.0018,1.2799999999999998e-06,0.0018,1.2799999999999998e-06,-0.057500246539561546,0.014783055828043257
AC013394.2,-0.002,1.352e-05,0.0006,0.019522198823616874,-0.0046,0.014783055828043257
AC015818.3,0.009871052631578947,0.0026496345448079658,0.023913636363636363,0.004021497424242425,-0.0094375,0.00021877583333333335
AC015849.16,0.015220113314447592,0.01570839519089621,0.05822850678733031,0.011311980320032906,-0.056786363636363635,0.014866563171408742
AC015987.2,0.032503333333333335,0.012749176937853105,0.05227857142857143,0.016922654895470384,-0.013638888888888888,0.00021318722222222228
AC016582.2,0.018110144927536233,0.009892804454390454,0.06250344827586207,0.019816946059113303,-0.014075,0.0004935557692307692
AC016747.3,0.00112,2.9526999999999997e-05,0.00315,1.1896666666666666e-05,-0.007,0.014783055828043257
AC016757.3,-0.0089,0.017707764193548393,0.027775862068965516,0.0032022648035982017,-0.06882112676056339,0.0359203065472837
AC017035.2,-0.01805,0.002885545714285714,0.0132,0.00033908666666666664,-0.0493,0.0037896866666666668
AC018462.2,0.023748387096774192,0.011967767913978496,0.050912,0.009555027766666665,-0.08943333333333332,0.006881042666666668
AC018470.1,-0.0035666666666666663,0.0011859633333333333,0.01591,0.0010421765555555557,-0.021272727272727273,0.0007097721818181817
AC018755.1,-0.020146511627906975,0.004520257785160575,0.004376190476190476,4.076904761904762e-06,-0.04355454545454545,0.007861241645021645
AC018867.2,0.038349999999999995,0.0025276049999999996,0.038349999999999995,0.0025276049999999996,-0.057500246539561546,0.014783055828043257
AC019171.1,0.015275,0.003942942142857142,0.03698,0.005182672000000001,-0.020900000000000002,0.00029424000000000003
AC019294.1,-0.018325714285714285,0.007969277848739496,0.005785,0.0001360929210526316,-0.050473333333333335,0.01723150780952381
AC020629.1,0.279425,0.21934484250000005,0.279425,0.21934484250000005,-0.057500246539561546,0.014783055828043257
AC020907.1,-0.09610000000000002,0.07101874000000001,0.05305,0.005050125000000001,-0.24525000000000002,0.119023205
AC020922.1,0.04322083333333334,0.026809024329710145,0.11350769230769231,0.035240630769230764,-0.039845454545454545,0.005359674727272727
AC022007.5,0.011764347826086954,0.025187942314263922,0.050617105263157894,0.027443276903508777,-0.06394871794871795,0.012497068353576248
AC022400.2,0.0049375,0.0025298920108695654,0.02703076923076923,0.0022165873076923077,-0.021172727272727274,0.0017743821818181817
AC022498.1,0.03572424242424243,0.01817363439393939,0.06163478260869565,0.023558207826086953,-0.023870000000000002,0.001368866777777778
AC022532.1,-0.10049473684210526,0.03728348608187135,0.007488888888888889,0.0001332436111111111,-0.19768,0.05229365288888889
AC022596.6,-0.026101194029850745,0.030007965208150866,0.03801173469387755,0.0161380901692831,-0.11650503597122301,0.035754017003440726
AC022616.1,0.05641500000000001,0.01963230130769231,0.0828,0.025938906666666667,-0.00515,3.032454545454545e-05
AC023490.1,-0.02996,0.01637376110344828,0.02378571428571428,0.002269212087912088,-0.0769875,0.024634234499999998
AC023490.2,0.0174875,0.016480904107142858,0.11033333333333334,0.03184841333333334,-0.03822,0.0025729570000000007
AC024560.3,0.09114848484848485,0.048870473339517634,0.12111374999999999,0.05413544904905063,-0.035021052631578946,0.0076842361988304075
AC024592.12,-0.01780625,0.009318941958333332,0.023944444444444445,0.0033031427777777786,-0.07148571428571428,0.012916751428571427
AC024940.1,0.01922222222222222,0.003280017124183006,0.025993333333333334,0.0036706420952380948,-0.014633333333333332,0.00012249333333333331
AC025594.1,0.013105714285714285,0.007926120256728779,0.03161632653061224,0.009027095977891156,-0.03008571428571429,0.0028818352857142857
AC026150.5,-0.011996428571428571,0.00325469369047619,0.003358823529411765,6.958823529411765e-06,-0.035727272727272726,0.0077562381818181815
AC026202.1,0.00503478260869565,0.01458259146245059,0.04223333333333333,0.005002450588235294,-0.12888000000000002,0.030300582000000003
AC026310.1,0.2226,0.09830177999999998,0.2226,0.09830177999999998,-0.057500246539561546,0.014783055828043257
AC026407.1,-0.036622222222222216,0.04394269194444444,0.07255999999999999,0.024843012999999997,-0.1731,0.03935365333333333
AC026703.1,0.06552899999999999,0.03524840005959596,0.09937733333333333,0.04058838204684684,-0.036016,0.005930768066666667
